id,day,start_time,end_time,duration,school_year
Gv2Oif9ZMyjR,Wednesday,13:26:38,23:26:17,2 Hours,2024-2025
qRAZz5B08urF,Friday,02:00:19,03:39:18,1 Hour,2021-2022
Pd2uHWH7zPb0,Saturday,23:53:35,11:31:16,1 Hour,2005-2006
6SnYvotF72eZ,Saturday,00:41:24,04:53:21,2 Hours,2013-2014
CRBKctuWJbJo,Thursday,10:33:41,03:33:29,1 Hour,2010-2011
e7FteRJOFJqB,Tuesday,14:51:18,20:09:48,2 Hours,2025-2026
tPe0hKhwg1mK,Wednesday,12:03:20,16:00:10,2 Hours 30 Minutes,2015-2016
jm1Ej8tti2cv,Sunday,04:00:14,15:13:58,1 Hour,2023-2024
5BvsvvsFmWWw,Monday,12:39:03,13:08:16,2 Hours,2019-2020
1Tfpti1TglW9,Sunday,17:50:17,16:57:56,1 Hour,2011-2012
aKhbRUWVTSyw,Saturday,07:11:59,06:01:45,1 Hour 30 Minutes,2025-2026
e8xX8sD3tS7l,Saturday,19:30:42,19:39:36,1 Hour 30 Minutes,2016-2017
FnDgSMMOlCrf,Sunday,19:40:53,16:08:57,1 Hour,2006-2007
JYcQut1AvZFp,Tuesday,17:24:32,13:20:53,1 Hour,2001-2002
Sj8dlQJbVd7z,Friday,13:10:10,05:17:01,2 Hours 30 Minutes,2026-2027
rlIIUlcXD3iD,Wednesday,09:49:12,02:09:29,2 Hours 30 Minutes,2006-2007
eyp6P9XMpApM,Monday,23:44:27,06:42:51,2 Hours 30 Minutes,2006-2007
FxOpwlgyDikh,Tuesday,02:15:59,05:46:58,2 Hours 30 Minutes,2011-2012
n36hBtl07pb6,Sunday,06:12:07,10:31:28,1 Hour,2018-2019
Vc0HbXej08oQ,Wednesday,00:57:58,17:58:54,2 Hours,2004-2005
ZYK95oQh5pZ8,Thursday,16:21:40,11:11:12,2 Hours,2019-2020
PYvzq5nbtcPN,Tuesday,20:21:22,16:22:43,2 Hours 30 Minutes,2006-2007
uIi3RAatgHrN,Wednesday,19:32:53,04:56:15,1 Hour,2010-2011
L4aENbG6SVvf,Wednesday,06:38:56,01:31:18,1 Hour,2016-2017
kCloeGxhwxtc,Wednesday,10:38:12,17:05:57,2 Hours,2002-2003
E6mGQxuHHTjv,Tuesday,17:52:19,10:01:01,2 Hours,2019-2020
h3BNSHnbRxFO,Saturday,19:39:37,00:10:04,1 Hour,2017-2018
1gkj6SbOBTj5,Monday,15:53:12,01:32:52,2 Hours 30 Minutes,2016-2017
TjBvCk08L2SQ,Monday,05:03:31,13:36:11,1 Hour 30 Minutes,2015-2016
gvWx2TUzU4q7,Friday,03:53:23,12:38:43,2 Hours 30 Minutes,2015-2016
IojZLzyBjsgj,Sunday,00:24:52,04:33:06,2 Hours,2017-2018
eOk1VRIlh1MR,Saturday,10:28:55,15:10:44,2 Hours,2002-2003
iYK6shCibxKp,Saturday,23:15:01,09:21:15,1 Hour,2003-2004
VO2nt5mgLvmZ,Friday,01:45:53,20:52:33,2 Hours,2017-2018
WP2xpgoT9jrD,Tuesday,15:38:23,14:55:24,1 Hour,2013-2014
zZchsaBv3XVI,Wednesday,03:29:10,23:30:16,2 Hours,2027-2028
zMEfYT9m53lJ,Wednesday,13:56:54,00:33:41,2 Hours 30 Minutes,2012-2013
iuwqxR6Y9H8M,Sunday,11:55:28,15:10:06,1 Hour 30 Minutes,2006-2007
GNvKlrFBMYnJ,Thursday,08:36:59,16:17:46,1 Hour,2021-2022
kW0bnHtYAKt7,Tuesday,20:10:49,06:22:49,1 Hour 30 Minutes,2027-2028
uLPPnY7qLYOb,Monday,15:31:52,17:52:45,1 Hour 30 Minutes,2015-2016
sJ4hrvDVZxtk,Saturday,14:53:44,15:54:18,2 Hours,2014-2015
oavurmDUDAUo,Thursday,04:53:00,19:27:41,1 Hour,2016-2017
gbqaK2kkyyg0,Sunday,20:14:34,01:24:26,1 Hour,2017-2018
TtrFIuCkqbBh,Monday,03:20:20,03:07:00,1 Hour 30 Minutes,2025-2026
wTYRwPfzhCNY,Saturday,00:37:27,22:23:34,1 Hour 30 Minutes,2024-2025
t6Tb7jULZmAo,Tuesday,14:18:15,18:38:45,2 Hours 30 Minutes,2006-2007
uHZBtLauGeQ2,Tuesday,13:39:20,12:21:11,1 Hour 30 Minutes,2013-2014
lxMK6emnQZ8t,Friday,07:14:37,18:33:41,1 Hour,2021-2022
ZZ5Baqo11D71,Saturday,15:16:03,19:29:10,1 Hour,2022-2023
DT5ye7j3urOF,Friday,17:19:58,04:54:10,1 Hour 30 Minutes,2012-2013
OCWuoFercQWl,Tuesday,03:08:08,03:54:23,2 Hours,2022-2023
e5gHSqDNC9Te,Friday,00:45:30,21:58:13,2 Hours 30 Minutes,2026-2027
uF0tXa8Zkwbn,Wednesday,19:45:19,10:22:12,1 Hour,2024-2025
1mHAxggiOKvf,Wednesday,04:10:31,19:27:49,1 Hour,2025-2026
wrd8b60t0q6T,Saturday,09:50:10,11:31:33,2 Hours,2017-2018
f6swZDSbwS7q,Tuesday,00:50:04,20:44:58,2 Hours 30 Minutes,2006-2007
wf32RBN5kbRM,Monday,13:36:35,16:41:45,1 Hour 30 Minutes,2004-2005
IPz8sFFKvCzi,Monday,14:15:21,21:25:34,2 Hours 30 Minutes,2001-2002
c26JZYUhOaQu,Wednesday,20:20:12,18:25:39,2 Hours,2008-2009
KKhVYkhAi6wG,Sunday,16:20:42,09:43:03,2 Hours 30 Minutes,2023-2024
yA7a322qmKMP,Thursday,13:15:16,21:16:01,1 Hour 30 Minutes,2026-2027
496gvwFbTgRM,Tuesday,02:20:55,09:35:59,1 Hour 30 Minutes,2022-2023
sxCDRNpxxJOt,Monday,15:39:56,23:21:15,1 Hour 30 Minutes,2018-2019
CEA8xNmPBtkS,Sunday,01:47:58,03:52:18,1 Hour 30 Minutes,2015-2016
jENOlSLxdFoI,Friday,13:28:58,18:07:57,2 Hours,2019-2020
dCvIBS8iI5y1,Monday,15:03:21,20:36:04,1 Hour,2023-2024
2fPH0VAm06Ow,Sunday,09:34:45,20:01:59,2 Hours,2025-2026
jGuB3P260O6i,Thursday,14:11:45,06:11:12,2 Hours 30 Minutes,2013-2014
t6Kl5nnpRdvj,Friday,21:30:40,07:29:19,1 Hour,2014-2015
KYQURsuU1jxw,Friday,01:11:04,09:38:02,2 Hours,2001-2002
yj1QH2dZ5OiH,Sunday,23:40:41,21:41:05,1 Hour,2002-2003
g1NcWHS6a0dX,Tuesday,22:39:35,01:32:59,2 Hours,2007-2008
AL4LiKgGuMM0,Sunday,10:08:49,06:14:40,2 Hours 30 Minutes,2023-2024
TrYkfChA10sp,Saturday,17:24:59,20:25:16,2 Hours 30 Minutes,2013-2014
ltnNPrtI5ZOd,Tuesday,18:42:07,12:15:17,2 Hours,2014-2015
D9kWUSCIcs4U,Wednesday,08:30:17,10:08:40,1 Hour,2025-2026
8buyimIEJtn1,Thursday,18:32:49,00:03:46,1 Hour,2012-2013
5OWkTLf0REWb,Saturday,09:51:24,18:40:09,1 Hour 30 Minutes,2024-2025
Fz5obcKauG1I,Monday,13:39:14,12:55:40,2 Hours 30 Minutes,2013-2014
FiTinQ5AerAl,Thursday,19:55:50,17:44:44,2 Hours,2015-2016
NrB7sSYjDy4b,Sunday,11:48:00,09:06:30,1 Hour,2011-2012
dvdcr2aUqFVx,Friday,09:56:38,06:01:38,2 Hours,2018-2019
gAQOGrVvCayp,Saturday,20:40:39,00:25:09,1 Hour 30 Minutes,2006-2007
r4q9Pc2gcMWH,Monday,02:35:27,15:01:08,2 Hours,2003-2004
HFmWl818Qx5e,Wednesday,10:20:28,16:40:50,1 Hour,2021-2022
MbEovgVHifxn,Wednesday,20:52:16,09:56:58,1 Hour,2018-2019
r12HLk86OvNS,Sunday,22:44:25,03:31:56,1 Hour,2022-2023
Si58hsSJ1UAF,Thursday,10:30:59,22:31:11,1 Hour,2019-2020
GTwHMaoWVF9F,Tuesday,21:53:59,09:47:27,2 Hours 30 Minutes,2013-2014
4lXS7RrNj0E2,Wednesday,01:54:53,21:53:23,1 Hour,2024-2025
oJXamhtffIKm,Tuesday,18:04:09,22:58:23,2 Hours 30 Minutes,2010-2011
hBkuvsAqyN8m,Monday,01:04:40,10:10:20,1 Hour,2017-2018
N9xqjD3RfdMu,Wednesday,00:07:25,04:52:18,1 Hour 30 Minutes,2006-2007
ZlyFcNBWMZDg,Friday,21:42:15,05:37:11,2 Hours 30 Minutes,2006-2007
ZVqlF62tRyni,Wednesday,10:20:11,07:27:26,2 Hours 30 Minutes,2014-2015
F2QRmevTLkos,Thursday,01:40:46,04:04:02,2 Hours,2022-2023
EFHSozasZLS3,Thursday,05:00:57,22:03:55,1 Hour,2001-2002
DyHIfeHpfsfp,Friday,17:49:09,02:43:23,2 Hours,2010-2011
58mP0CdLopzB,Monday,00:42:39,04:33:54,2 Hours,2022-2023
cWOpt9GHkBKI,Thursday,19:53:44,21:56:37,2 Hours,2007-2008
PHEazc8FSAly,Sunday,06:04:29,19:52:33,2 Hours,2010-2011
vlCwIIO17W8u,Monday,07:23:54,02:19:30,1 Hour,2007-2008
3XUHiiyLMdSY,Wednesday,15:40:58,22:50:29,1 Hour,2026-2027
4iPSOOHrFbRs,Saturday,18:46:25,18:27:33,1 Hour,2002-2003
p7G868Q3dgzv,Thursday,00:32:36,02:10:17,1 Hour 30 Minutes,2021-2022
LMaHNLSp5eNh,Saturday,11:39:38,12:07:46,2 Hours 30 Minutes,2005-2006
k1qd3tfTVOl4,Wednesday,22:33:50,17:29:27,2 Hours,2010-2011
jRnzcwFo41ri,Monday,11:00:26,04:19:50,1 Hour 30 Minutes,2007-2008
IMMCI7fAnc8H,Monday,18:20:34,05:49:34,2 Hours,2023-2024
zmsxYJENsumI,Tuesday,22:11:51,05:47:37,1 Hour 30 Minutes,2010-2011
VOHDV7lonkpP,Thursday,13:59:03,02:09:47,2 Hours 30 Minutes,2020-2021
qJJbc1wKIG91,Saturday,05:50:31,22:47:55,2 Hours 30 Minutes,2022-2023
8wbsoujLh7ZW,Saturday,20:01:04,06:11:56,2 Hours,2016-2017
07bmpzbHwpkg,Sunday,20:56:47,10:20:42,2 Hours 30 Minutes,2026-2027
WP9ZxwIuizOB,Tuesday,23:35:01,14:43:08,2 Hours,2002-2003
nKEoKqqZriiZ,Saturday,04:30:42,20:10:35,1 Hour 30 Minutes,2020-2021
qVKLSwnOTfZC,Sunday,01:23:02,12:18:03,2 Hours 30 Minutes,2005-2006
zXY8hGaOaXb5,Tuesday,01:21:42,23:03:07,1 Hour,2010-2011
mVlA2rpQmKBG,Friday,20:45:05,16:56:36,2 Hours,2002-2003
jvvLttYmhzt3,Friday,11:34:15,02:02:56,1 Hour 30 Minutes,2014-2015
IXDmbfCldaM0,Friday,02:00:03,04:57:18,1 Hour 30 Minutes,2011-2012
YCTz68qdoj1i,Monday,17:54:19,06:36:25,2 Hours,2006-2007
a4jt8FO6t4v5,Sunday,00:00:58,06:41:10,1 Hour,2026-2027
JDmmlbYXTYIu,Monday,22:13:06,16:57:06,1 Hour 30 Minutes,2003-2004
XhTglPms40mr,Sunday,10:15:02,06:01:56,1 Hour 30 Minutes,2025-2026
3mLuebXq1iEW,Sunday,02:53:46,00:38:01,1 Hour,2020-2021
2pGZEGL9YpeA,Wednesday,07:45:07,00:43:00,2 Hours 30 Minutes,2016-2017
9rP8GKBM7Rk0,Monday,11:56:10,21:54:02,2 Hours 30 Minutes,2026-2027
aSLVPOQdK4n0,Wednesday,09:37:54,22:42:05,1 Hour,2009-2010
SxzAysY9sn97,Wednesday,15:44:52,19:54:01,2 Hours,2020-2021
XGWFGgUj6aw0,Wednesday,01:27:54,14:08:19,2 Hours 30 Minutes,2012-2013
ZwiNZ21ryaBl,Wednesday,15:23:44,09:49:42,2 Hours,2003-2004
ySdqu6tmlMl5,Monday,16:14:13,07:17:14,1 Hour 30 Minutes,2013-2014
nVodvo8f2Csb,Friday,22:03:37,11:06:39,1 Hour 30 Minutes,2014-2015
3Jm0NGxMjYXG,Monday,07:17:56,22:22:31,2 Hours,2006-2007
QuRu613RsNkW,Thursday,05:18:39,14:26:02,1 Hour,2023-2024
ApkHltFRNl5F,Thursday,05:35:56,19:31:45,2 Hours,2009-2010
09jtm0xtgisz,Friday,16:16:43,14:14:43,1 Hour 30 Minutes,2004-2005
qlqsbY37bIPD,Tuesday,06:35:04,13:46:33,1 Hour,2015-2016
LSzAvNM34ss8,Saturday,19:06:42,08:33:17,1 Hour 30 Minutes,2005-2006
DDPbpfDrsd4C,Wednesday,20:01:41,06:09:59,1 Hour,2026-2027
Hg4vrLe4uzVb,Sunday,00:25:03,00:34:01,2 Hours 30 Minutes,2012-2013
BX3r7Fv9EDw3,Friday,23:25:13,18:22:57,2 Hours,2005-2006
aIV5Qq3P7HO0,Tuesday,01:48:33,03:09:09,2 Hours 30 Minutes,2022-2023
RIu5wCeCCdTY,Wednesday,22:19:34,08:34:44,1 Hour,2018-2019
62P8LvHTT4tH,Thursday,20:27:20,10:38:28,2 Hours,2027-2028
KSJnpuEPDBPy,Wednesday,00:42:37,03:16:12,2 Hours 30 Minutes,2016-2017
klhxwqh1rSrw,Friday,04:56:05,21:39:07,2 Hours,2003-2004
3YrRRLutw0JS,Thursday,06:07:41,06:58:49,2 Hours 30 Minutes,2001-2002
q4yIzGB58Tet,Saturday,01:52:15,09:57:28,2 Hours,2001-2002
qYx2aGf43lVb,Sunday,01:04:04,05:34:17,2 Hours 30 Minutes,2025-2026
MyZslFjzvb6M,Sunday,16:51:18,21:50:08,2 Hours,2003-2004
RfY0wqixb0px,Tuesday,11:32:01,20:46:35,2 Hours,2020-2021
SK9HxTjiEm0r,Wednesday,06:13:46,22:09:28,2 Hours 30 Minutes,2002-2003
Hvj6HPSrwmDB,Monday,12:59:57,16:03:31,1 Hour,2001-2002
miqNo5SuL8ot,Saturday,00:34:13,22:48:33,2 Hours 30 Minutes,2023-2024
0d1W3gblm6N2,Sunday,13:48:37,05:20:39,1 Hour,2011-2012
JuhJClyYyiqQ,Sunday,21:56:50,08:18:00,2 Hours,2003-2004
913VXYHBlmzE,Wednesday,11:45:07,15:06:59,1 Hour,2021-2022
4Vsx7L9hHYXF,Tuesday,17:03:12,23:50:51,2 Hours,2010-2011
LgxBwy4OYPW3,Sunday,11:12:17,09:29:05,1 Hour 30 Minutes,2003-2004
x03oRiavQwc1,Thursday,17:27:31,01:59:32,1 Hour 30 Minutes,2020-2021
Vq7VL9b5wmAk,Thursday,20:22:21,00:18:32,1 Hour,2005-2006
7ab0S7PQgHLy,Sunday,09:51:34,17:06:34,1 Hour 30 Minutes,2024-2025
HnTQcl5eOaFq,Thursday,01:27:01,09:21:26,1 Hour 30 Minutes,2006-2007
57JGic74PrbH,Saturday,00:32:35,05:48:07,2 Hours 30 Minutes,2002-2003
aM8CaZKDm4Ul,Friday,15:26:12,10:10:45,1 Hour 30 Minutes,2005-2006
aTIQSRWvu9UW,Wednesday,05:41:30,20:17:25,1 Hour 30 Minutes,2027-2028
MTsMsMydZM7K,Monday,20:24:05,08:53:59,2 Hours,2024-2025
WNrXJGAd5CMf,Wednesday,22:27:09,17:35:53,2 Hours,2021-2022
vmA04dOwMOyf,Saturday,08:50:50,23:13:51,1 Hour,2003-2004
nCXvFydypVga,Saturday,23:06:01,01:46:15,1 Hour 30 Minutes,2021-2022
QomN5VjfWsdf,Tuesday,22:14:20,15:18:52,1 Hour,2018-2019
57TOCoUIV2Wl,Sunday,00:06:09,01:00:45,1 Hour 30 Minutes,2017-2018
JFe2F8z5qoDa,Tuesday,23:43:41,21:04:42,1 Hour 30 Minutes,2010-2011
6lVuhQ8Zip9a,Sunday,01:28:37,14:26:41,1 Hour 30 Minutes,2015-2016
dZEceXS20Z0L,Wednesday,16:28:27,06:53:44,2 Hours,2009-2010
Ccdgu8JtDeJY,Friday,12:28:12,22:14:16,1 Hour,2021-2022
B9uWRLz6oZwT,Monday,17:59:37,04:42:11,1 Hour 30 Minutes,2018-2019
JrYF7EnHl1nB,Saturday,19:05:27,10:19:22,1 Hour 30 Minutes,2005-2006
Hn8Y8iI9uJZi,Saturday,00:36:55,19:23:23,1 Hour 30 Minutes,2012-2013
r3XOg3jISgSP,Monday,07:12:31,19:44:29,2 Hours,2005-2006
hvB7G2U0DBAT,Tuesday,19:27:42,12:35:57,2 Hours,2018-2019
jj4zodbCe4yq,Sunday,17:03:41,09:28:56,1 Hour 30 Minutes,2017-2018
9kk7bo3amUGu,Friday,09:08:56,02:34:28,2 Hours,2007-2008
1cRg09ElKVOn,Thursday,20:50:18,11:42:22,2 Hours 30 Minutes,2026-2027
SLWLTfDzc7Z3,Sunday,20:43:01,21:12:19,2 Hours 30 Minutes,2023-2024
nCV9Xacn6Sdj,Tuesday,17:18:41,20:05:27,1 Hour 30 Minutes,2018-2019
lB92A9edTD0w,Thursday,18:42:51,13:49:31,2 Hours 30 Minutes,2022-2023
X7YVChIxrs0e,Thursday,08:13:21,01:13:02,2 Hours 30 Minutes,2026-2027
vNT2QfIY2Ph5,Tuesday,07:01:56,16:50:32,2 Hours,2024-2025
5iaFQzeECq6h,Monday,13:44:43,20:21:27,1 Hour,2005-2006
N7IhpefiGHlE,Sunday,16:45:48,03:54:19,1 Hour,2023-2024
WKOy6zOJ9w8O,Friday,10:22:17,01:51:23,1 Hour,2015-2016
sU1fFaAN1eoF,Monday,08:39:12,06:42:08,1 Hour,2018-2019
OPrRtqO2QALn,Thursday,09:52:58,00:59:46,2 Hours 30 Minutes,2027-2028
ik6jNKS7BXVW,Saturday,16:55:39,17:51:20,1 Hour,2001-2002
Ih0KMc4wEzDl,Tuesday,21:49:10,18:20:55,2 Hours 30 Minutes,2005-2006
REqs3Z5WSGCa,Sunday,17:41:16,17:30:46,2 Hours 30 Minutes,2008-2009
WvASV4oO6AR6,Tuesday,09:37:10,01:58:38,2 Hours 30 Minutes,2027-2028
cNmvIdaV7hzR,Friday,01:11:28,19:29:42,1 Hour 30 Minutes,2023-2024
thgLLhvCOBeW,Monday,07:47:01,00:27:47,2 Hours 30 Minutes,2021-2022
M8KRWozYA5j1,Tuesday,21:37:14,06:49:12,1 Hour 30 Minutes,2008-2009
ZDwRwyaRifcO,Friday,16:15:30,06:51:13,1 Hour,2017-2018
NAtqdhgZgqOr,Friday,09:24:47,07:03:39,1 Hour 30 Minutes,2012-2013
4u4ZjdZsdgOB,Monday,03:41:02,10:07:39,1 Hour,2014-2015
V9oq2bJv2eIk,Monday,08:15:22,09:34:44,2 Hours 30 Minutes,2026-2027
lt4x8yfXu87V,Wednesday,06:04:41,22:28:39,2 Hours 30 Minutes,2018-2019
eBShYUb0zWBF,Sunday,19:53:06,09:12:58,2 Hours,2023-2024
8PeI2NfWAIOF,Thursday,12:08:50,13:36:30,1 Hour,2014-2015
IZXupz3nsixi,Thursday,09:15:16,14:03:44,2 Hours 30 Minutes,2003-2004
Hm7QjyHLCrqz,Saturday,03:35:41,04:47:07,1 Hour,2020-2021
nPreVNJd5V6f,Tuesday,03:09:26,18:14:03,2 Hours 30 Minutes,2013-2014
9D2pfmcNqPxQ,Friday,17:31:13,09:13:12,2 Hours 30 Minutes,2010-2011
FJiFFworbwAq,Monday,09:35:10,07:53:11,2 Hours 30 Minutes,2017-2018
T7nUTc3QejO4,Monday,20:19:02,13:19:33,2 Hours 30 Minutes,2015-2016
3UASztxcwhoN,Friday,02:06:20,22:27:41,2 Hours 30 Minutes,2020-2021
0UNzoUnoiBNg,Friday,17:32:53,21:09:58,2 Hours,2021-2022
nrUSbddAHWX8,Sunday,07:26:07,16:44:45,2 Hours,2012-2013
PCSfyLCEz3P1,Monday,08:21:27,23:30:57,2 Hours 30 Minutes,2009-2010
SdO4AveBoACM,Saturday,11:51:29,18:52:44,2 Hours 30 Minutes,2016-2017
S85V8aHQ4vS9,Thursday,18:24:07,19:47:32,1 Hour,2009-2010
5B7KKHmOIF23,Monday,10:10:04,06:21:25,1 Hour 30 Minutes,2001-2002
ZofAza2BDhjE,Wednesday,23:50:19,00:23:05,2 Hours 30 Minutes,2004-2005
CI9U0qAjKP22,Monday,15:05:07,04:13:14,1 Hour,2016-2017
rFlNTamifEF8,Saturday,20:11:38,08:58:28,1 Hour,2009-2010
kkOpNtoVsMOg,Wednesday,09:05:06,19:35:33,1 Hour 30 Minutes,2020-2021
a1sX8Ij1XG54,Monday,22:19:19,20:37:07,2 Hours 30 Minutes,2014-2015
yZS1EQsW6KDL,Friday,22:59:40,08:38:43,2 Hours,2025-2026
ZMbZhjI0NAsF,Saturday,09:45:53,18:47:56,2 Hours,2015-2016
i2uh2inLWvZ9,Thursday,05:53:33,20:43:21,2 Hours,2008-2009
G2cdv6GS4XuQ,Tuesday,17:38:39,19:11:57,2 Hours,2010-2011
Th4hekmN1pYm,Tuesday,05:25:31,09:28:02,2 Hours,2014-2015
xd9JWFSLZhtp,Friday,12:38:03,10:09:51,2 Hours 30 Minutes,2026-2027
tJsy8fJvDodF,Friday,12:31:52,12:06:37,2 Hours,2011-2012
UDVht7TOKs5u,Saturday,09:40:45,17:13:30,1 Hour,2004-2005
XrAXsJQCd3yo,Sunday,14:35:44,11:26:00,2 Hours,2003-2004
4MmcguE1AOl3,Monday,00:21:59,05:15:56,1 Hour,2022-2023
dPJblXSsgNmz,Thursday,23:17:22,21:40:42,2 Hours 30 Minutes,2001-2002
BU1Tylrpit7k,Thursday,19:03:42,20:37:14,2 Hours 30 Minutes,2008-2009
94q5Exdw9yzj,Friday,20:38:36,22:52:07,2 Hours,2001-2002
0DkmIurUQdp2,Tuesday,22:10:22,23:45:07,1 Hour 30 Minutes,2015-2016
XDpEUHobVyTz,Saturday,09:46:13,22:20:12,2 Hours 30 Minutes,2013-2014
RMKEUNnmKAo5,Friday,13:10:11,16:24:37,2 Hours,2004-2005
NNaN5aPLsvF2,Sunday,10:12:00,15:26:12,1 Hour,2003-2004
bazR5F1hoNqy,Sunday,19:17:20,21:38:11,1 Hour 30 Minutes,2019-2020
wpJfh03FQtNX,Monday,06:52:08,23:03:49,1 Hour,2018-2019
k3znkgpSHcAa,Thursday,14:51:03,06:59:51,1 Hour 30 Minutes,2016-2017
iZ5OhkqBVJGX,Friday,00:39:23,15:26:31,1 Hour 30 Minutes,2013-2014
97woUAitzMt9,Saturday,22:46:59,22:18:48,1 Hour 30 Minutes,2014-2015
PW1NuPE0Vx7j,Tuesday,05:32:40,05:45:33,2 Hours 30 Minutes,2027-2028
rfnlQnXMLMtm,Monday,04:49:42,17:47:53,2 Hours 30 Minutes,2027-2028
LfQQStFiTg4o,Sunday,08:24:25,07:15:41,1 Hour,2017-2018
whAp7NYXkWgt,Saturday,17:42:47,10:03:59,2 Hours 30 Minutes,2003-2004
M1VMm6zPRTkv,Saturday,20:23:40,06:16:21,2 Hours 30 Minutes,2024-2025
XMKfM0LpqA4v,Wednesday,09:16:14,15:52:12,2 Hours,2010-2011
ZE283udBOPdX,Tuesday,10:12:14,02:43:20,1 Hour 30 Minutes,2004-2005
Nwq1adCggBmd,Friday,17:24:50,05:56:17,2 Hours 30 Minutes,2026-2027
dl3b9Wh6ktBL,Saturday,04:26:46,03:31:04,2 Hours,2014-2015
yJMeE2ZrIViu,Friday,19:23:11,10:35:03,2 Hours 30 Minutes,2026-2027
wiWNsyFZBk61,Thursday,18:56:56,04:33:05,2 Hours 30 Minutes,2007-2008
gf42iaqEcMWB,Thursday,04:06:28,12:07:17,1 Hour,2003-2004
WGiIeXdIVwsC,Sunday,18:49:17,12:54:19,2 Hours 30 Minutes,2023-2024
Gih3bsJAfrci,Wednesday,16:41:21,05:27:49,2 Hours,2017-2018
IU0f9fwr9Kgx,Saturday,02:55:26,15:48:19,2 Hours 30 Minutes,2006-2007
sbRkdyyGH0PL,Thursday,17:02:31,10:27:11,2 Hours 30 Minutes,2017-2018
fXulYivikkAH,Monday,19:05:03,23:30:34,1 Hour,2024-2025
voWZoC6ZgSLL,Friday,00:53:52,08:31:41,1 Hour,2010-2011
TeMQCmaKHYsC,Friday,16:51:11,00:16:52,1 Hour 30 Minutes,2001-2002
rpz9jGfIEmIx,Wednesday,17:56:12,23:01:06,2 Hours 30 Minutes,2013-2014
OxXHRK3cxrlJ,Saturday,18:17:44,07:58:11,2 Hours,2003-2004
Qt6FT8Jkkksv,Monday,06:46:40,02:04:05,1 Hour 30 Minutes,2002-2003
CAqBVvAC5Xho,Monday,06:30:22,23:45:06,2 Hours 30 Minutes,2006-2007
kdiSh1DDm7Pi,Tuesday,17:25:47,04:57:28,2 Hours,2010-2011
I4iXCQJlV57I,Tuesday,18:14:38,01:36:55,2 Hours 30 Minutes,2016-2017
DdKOQwtSYXsY,Thursday,21:27:25,10:20:57,1 Hour,2017-2018
qY9xtDzsyzOp,Friday,21:32:42,09:14:44,1 Hour,2012-2013
izgDewp46Cmh,Wednesday,06:06:57,03:47:06,1 Hour,2026-2027
oFUf0ngRB8kK,Tuesday,02:59:26,17:54:22,1 Hour 30 Minutes,2016-2017
ZQhIbXAiVYD9,Monday,13:51:23,22:39:57,2 Hours 30 Minutes,2016-2017
Nuyu8nD13u40,Thursday,23:44:29,05:05:42,1 Hour 30 Minutes,2021-2022
FyA1oOcXkXkC,Wednesday,08:47:15,05:35:32,2 Hours,2025-2026
tVGdvxceTpK3,Friday,10:27:33,08:35:29,1 Hour 30 Minutes,2006-2007
oJba9BfZa2fP,Tuesday,13:19:34,19:44:12,1 Hour,2015-2016
NVzmk1cxiL5u,Thursday,03:06:23,21:50:45,1 Hour 30 Minutes,2019-2020
HfZ1zAjhHgFY,Wednesday,16:01:24,22:53:21,2 Hours 30 Minutes,2002-2003
MVraaaZPHc8D,Wednesday,06:09:35,22:49:26,2 Hours 30 Minutes,2010-2011
PBiP2484jxwH,Saturday,04:29:08,00:01:46,2 Hours,2015-2016
zdv2imDLErbA,Monday,07:43:21,02:37:59,1 Hour,2017-2018
E37gugNE3wag,Wednesday,19:37:42,10:16:50,1 Hour 30 Minutes,2007-2008
lOxaOPMI4hEQ,Friday,14:19:35,03:35:47,2 Hours,2013-2014
ZAzLxiXox1BZ,Saturday,02:27:08,01:40:54,1 Hour,2019-2020
I7yWjcQnoHAi,Friday,05:47:50,05:27:14,2 Hours 30 Minutes,2005-2006
ZMIX5rurGALy,Monday,00:07:23,06:42:23,2 Hours 30 Minutes,2007-2008
XHaWmK5hn8gc,Monday,04:55:17,03:30:15,1 Hour,2015-2016
Z97xgFgCSHBY,Wednesday,23:45:46,21:04:15,1 Hour 30 Minutes,2019-2020
Lim06npK2F3J,Saturday,18:32:26,18:35:19,2 Hours 30 Minutes,2018-2019
LNsg053y3hC4,Wednesday,03:50:12,03:09:46,1 Hour,2012-2013
GtHn1Q0ZGnO1,Saturday,21:23:40,09:48:43,1 Hour,2015-2016
qf1tZQx3dWtD,Monday,12:25:02,18:37:59,1 Hour,2013-2014
1KIjdJRwR2F6,Thursday,07:16:57,00:55:42,2 Hours,2016-2017
yCO3etmZSd9E,Tuesday,15:33:19,08:50:02,2 Hours 30 Minutes,2015-2016
oq3srAkeeBrG,Friday,02:15:24,06:11:10,2 Hours,2022-2023
v20kS70dLMNA,Saturday,17:55:44,06:45:15,2 Hours 30 Minutes,2006-2007
cPWcfwaO9Ko9,Wednesday,01:40:57,17:11:15,1 Hour,2025-2026
9E0756AeV8uK,Wednesday,03:00:56,20:25:57,1 Hour 30 Minutes,2021-2022
0GNRphTaoNoY,Sunday,17:30:59,09:48:50,2 Hours 30 Minutes,2016-2017
FcoLzeTkMqrC,Saturday,13:54:15,15:51:48,2 Hours 30 Minutes,2008-2009
Nanu5ut9hKHM,Monday,09:06:04,22:54:06,2 Hours 30 Minutes,2003-2004
