id,start_date,end_date,weighted_mark,school_year
IMlUoxisqbhE,2024-03-08,2024-08-13,63,2007-2008
iecNOHp0Tjmj,2024-10-09,2024-01-31,84,2021-2022
c19ddPxtjj0A,2024-02-25,2024-02-13,71,2001-2002
scxjmKwRISvF,2024-02-03,2024-10-11,99,2025-2026
WZrMXYdQPhBh,2024-10-06,2024-08-30,68,2015-2016
oj50AmaPP2ot,2024-11-03,2024-01-22,99,2026-2027
os2wAl32vSLs,2024-02-27,2024-11-17,70,2006-2007
4ihZSLZnljum,2024-08-08,2024-04-01,88,2003-2004
rRgHHXpfXaQw,2024-05-25,2024-01-10,78,2019-2020
Ari6qOFt3FTv,2024-10-22,2024-07-06,97,2005-2006
KPHTa7IFwKoW,2024-05-29,2024-01-03,83,2016-2017
nu4jSfCChUrh,2024-04-26,2023-12-09,70,2005-2006
PRadqJ1Grlpv,2024-04-04,2024-01-01,63,2012-2013
UjeasKM7a9UV,2024-11-26,2024-10-30,90,2006-2007
E2npZkx1WiWX,2024-09-13,2024-08-19,70,2006-2007
LCkzIaExR8Uj,2024-08-12,2024-09-15,80,2020-2021
oCOPl5EVRpAt,2024-08-07,2024-05-03,59,2001-2002
0w8RoVH9ZzT2,2024-10-19,2024-07-07,63,2015-2016
tCscETgMomoi,2024-06-14,2024-05-26,59,2007-2008
Vcm6cyAwJV4N,2024-07-28,2024-09-07,58,2012-2013
Ddzlo1GMS7CP,2024-05-19,2024-02-27,96,2026-2027
H0ju4jHutaCF,2024-05-15,2024-06-06,62,2009-2010
KSPGXIoiMEXj,2024-03-18,2024-06-26,67,2003-2004
yiFvWiggjjVm,2023-12-08,2024-02-18,51,2021-2022
KLbKxcAJdIWg,2024-09-21,2024-11-20,68,2006-2007
0yyDhydWlpac,2024-03-18,2024-08-23,69,2003-2004
jOZsICnVjDGK,2024-04-18,2024-06-07,68,2022-2023
aVmu8OHpRU8J,2024-04-01,2023-12-24,69,2021-2022
22v2cwK4T3pZ,2024-02-08,2024-09-06,57,2027-2028
1kcFKGAVF656,2024-05-18,2024-02-27,98,2014-2015
jj24RXxXqmF5,2024-10-30,2024-04-09,90,2009-2010
FVImIhaMnF9I,2024-05-21,2024-06-19,93,2019-2020
s516TGAV72TT,2024-06-14,2024-11-19,71,2003-2004
mLX8ai7KFEz0,2024-04-27,2024-12-13,72,2024-2025
fYpfqiokHAL6,2024-08-29,2024-10-10,70,2004-2005
GGOit294y132,2024-06-01,2024-09-06,83,2021-2022
l8gG276MERm9,2024-04-07,2024-09-21,80,2018-2019
xykswRaPYLjS,2024-10-04,2024-09-03,52,2003-2004
SeOw33DTCIeA,2024-10-01,2024-03-04,79,2014-2015
g9UPVdKoF7oi,2024-08-20,2024-11-20,92,2003-2004
dV7XsZcN3iqt,2024-11-22,2024-05-25,75,2011-2012
TZFRTwaPJ1kE,2024-10-02,2024-08-29,74,2009-2010
NrLfeXaExdob,2024-04-27,2024-06-22,100,2023-2024
RU6ED7esnygP,2024-09-05,2024-10-11,82,2022-2023
KuLyIWQBDYok,2024-06-20,2024-04-19,81,2014-2015
dVg9VJ6VBf8n,2024-04-20,2024-05-19,94,2004-2005
KcMyVja9xrtp,2024-10-07,2024-10-05,50,2015-2016
Iv1vKiYJPYVl,2024-09-21,2024-08-17,62,2008-2009
JtncBRqKxnzo,2024-12-01,2024-12-06,60,2024-2025
Tfy4LHFRo2RW,2024-05-02,2023-12-25,60,2003-2004
xQ5qpRgOJXhj,2024-05-08,2023-12-30,54,2004-2005
PqdLRCxUl9X1,2024-06-16,2024-02-17,65,2014-2015
70uHEmmiTFkO,2024-11-08,2024-03-29,81,2015-2016
h9iOYgR39sqY,2024-11-15,2023-12-29,69,2002-2003
qeXSmXddoiSZ,2023-12-15,2024-04-06,85,2026-2027
RmZoNb65mxtQ,2023-12-11,2024-06-22,71,2012-2013
dA9Dv8hpDXAB,2024-03-11,2024-02-25,88,2021-2022
irjBTU8B0S3T,2024-05-13,2024-11-14,59,2011-2012
bGwXKaqrx1yt,2024-10-07,2024-03-22,56,2019-2020
eArEtWfFQWNq,2024-11-20,2024-03-26,92,2009-2010
Agp4pCMflrY3,2024-05-06,2024-08-25,73,2024-2025
tABsgLRawXdx,2024-08-15,2024-09-08,93,2012-2013
RoIFfRKFo1O9,2024-08-01,2024-12-08,86,2016-2017
9j9NX0KHJLK5,2024-01-31,2024-11-25,75,2001-2002
reMZ9aeUzL6n,2024-05-24,2024-07-15,98,2004-2005
u3MjV6Z50iEq,2024-05-28,2024-05-21,79,2015-2016
545UX7ub3gNV,2024-06-27,2024-06-04,90,2014-2015
a4bFbnk02MbY,2024-07-05,2024-01-18,76,2012-2013
OYTcVCRCaU2c,2024-01-24,2024-06-23,90,2011-2012
6ZjIqR2V3Pxt,2024-09-03,2024-08-07,65,2007-2008
c2CKYX5iq7dU,2024-06-29,2024-03-17,75,2024-2025
N7F215S6Pua0,2024-06-23,2024-04-05,77,2004-2005
SJn0Qc8olzkO,2024-05-25,2024-05-10,83,2011-2012
8V5lokc2t3Gx,2024-04-15,2024-05-06,80,2010-2011
oMs4byJFtq6e,2024-08-31,2024-11-13,63,2026-2027
KNTIxQmnrMvQ,2024-07-11,2024-01-14,97,2008-2009
Obk8y8E6zPPm,2024-08-14,2024-07-24,76,2013-2014
kYDOpLg4xxbj,2024-02-01,2024-06-24,94,2008-2009
CzX6iDrLLlAm,2023-12-07,2024-06-07,93,2006-2007
fxuYk0t3NQic,2024-05-01,2024-10-07,76,2019-2020
2tIpCym1l0IT,2024-10-31,2024-02-03,59,2010-2011
IoTrEHOW2rY5,2024-05-24,2024-03-01,61,2022-2023
xRj9cTjRRbVl,2024-07-05,2024-08-14,100,2017-2018
LBrHN29GNE0j,2024-05-01,2024-01-13,59,2021-2022
OovCuhS3dqEr,2024-10-14,2024-01-06,67,2023-2024
2Kq7EcNUKNRQ,2024-10-20,2024-10-11,98,2008-2009
3mF3InEL4RZ4,2023-12-03,2024-08-01,67,2025-2026
RRKzgTbbtDjA,2024-03-05,2024-08-08,100,2004-2005
tTKePaU7YYSJ,2024-08-03,2024-04-08,53,2019-2020
JBPmZd2KDi5Z,2024-06-06,2024-10-19,91,2009-2010
drBM5DvOYi81,2024-06-07,2024-04-07,65,2022-2023
sQO6hbzNrBpW,2024-10-01,2024-11-13,78,2025-2026
sKFqTp7Tv1Vz,2024-04-12,2024-02-22,65,2026-2027
xGyBrDT2x9ww,2024-03-09,2024-11-11,92,2007-2008
0kUVEkOwD9wP,2024-01-11,2024-10-09,73,2018-2019
gxQhCPWtLL8I,2024-05-04,2024-09-20,94,2016-2017
zxwblhsj42At,2024-03-07,2024-02-26,90,2020-2021
roXDDu48eGky,2024-10-03,2024-04-24,83,2019-2020
HSJHO8LBGWAN,2024-01-14,2024-04-02,67,2005-2006
iVGzvpJXEk5D,2024-06-04,2023-12-28,55,2001-2002
6v7SXvvy84yO,2024-09-06,2024-01-24,84,2003-2004
p3A6gZD4BVaK,2024-02-13,2024-04-03,86,2008-2009
MaVSoNsf2a0t,2024-10-27,2024-06-06,93,2021-2022
7TMPZ1actNaS,2024-02-27,2024-02-25,89,2008-2009
BwwkRSgKAvrp,2024-01-16,2024-12-01,65,2011-2012
yRqsxN9r1JuV,2024-09-02,2024-09-18,80,2007-2008
Qt4jfAAvmpds,2024-10-20,2024-03-17,52,2010-2011
aabSXk66KS4A,2024-01-10,2024-08-10,60,2014-2015
VCBXEBnU7zR7,2024-01-28,2024-12-15,82,2007-2008
LhEfimdUQir7,2024-11-09,2024-03-07,53,2008-2009
lFkIzJsqiUZU,2024-02-26,2024-08-23,87,2007-2008
lHsxWhlsrHIL,2024-06-26,2024-12-12,51,2024-2025
JuBDCGZZoacI,2024-04-18,2024-03-10,95,2027-2028
hAj7NSXTePg7,2024-03-28,2024-08-27,86,2009-2010
hKUn5PUXgyov,2024-02-23,2024-05-08,91,2023-2024
je548jOPkyMO,2024-11-22,2024-02-01,99,2017-2018
J4g6yOVG6iQg,2024-09-05,2024-09-24,82,2006-2007
wcU4594zhSvM,2024-02-01,2024-06-12,51,2001-2002
Q5WtgMAiDLEs,2024-03-06,2024-06-10,88,2019-2020
vNeytdEVH0SX,2024-03-25,2024-12-14,77,2005-2006
rUgf0Dvs7a1b,2024-03-24,2024-09-11,72,2024-2025
gHBIyiAFB70r,2024-08-13,2024-08-17,52,2011-2012
Cd58mpnLo9tV,2024-01-04,2024-11-10,73,2001-2002
c0tYI0AYslYm,2024-04-27,2024-08-02,95,2010-2011
0hmvmkM3F0GC,2024-05-25,2024-04-30,84,2012-2013
37vKHdg3Zzua,2024-01-29,2024-09-24,66,2022-2023
1kvgwAhQBeF8,2024-04-30,2024-10-12,88,2025-2026
IO5p8vczSkPB,2024-02-05,2023-12-14,65,2019-2020
pzP2VUzj6ox3,2024-06-13,2024-01-20,60,2012-2013
tJDXIf1L7c4R,2024-07-06,2024-07-30,61,2001-2002
6I32Pmvboe6s,2024-08-07,2024-07-03,61,2009-2010
c3qFQOpZxET1,2024-04-03,2024-10-07,60,2024-2025
dRMi9w1jqgGL,2023-12-09,2024-09-09,54,2013-2014
YQjRA4tJeyxd,2024-05-05,2024-11-27,55,2018-2019
UWCzbykjFMiv,2024-05-21,2024-02-26,59,2016-2017
3Py5n5cpY5y4,2023-12-04,2024-02-03,86,2012-2013
8dSemOENVkY1,2024-11-16,2024-04-02,99,2015-2016
vgQlxsvCwAFf,2024-01-19,2024-05-02,53,2025-2026
ON6MQMTK0SCB,2024-01-12,2024-07-31,74,2015-2016
oN1epC2Wa6if,2024-07-26,2024-05-29,94,2008-2009
zhdWklHjOWaG,2024-01-13,2024-07-24,84,2007-2008
Fa93mWRjwYw8,2024-10-19,2024-08-15,73,2001-2002
8q802JLcUREl,2024-08-21,2024-07-06,94,2018-2019
kKb061csQULK,2024-08-16,2023-12-30,94,2002-2003
r7Sey0ZPm4VK,2024-01-28,2024-07-13,99,2016-2017
CFPOX7GvnG09,2024-06-13,2024-05-24,87,2026-2027
oMxOmp97NHY8,2024-03-10,2024-05-19,92,2018-2019
UvAiBveDaIez,2024-10-15,2024-02-18,65,2011-2012
3PCo1baIpCXK,2023-12-11,2024-01-29,84,2027-2028
TkER15f9MblO,2024-10-29,2024-04-20,72,2017-2018
hbNkKxWfIJUa,2023-12-07,2024-05-07,98,2017-2018
yXVqVHrS4etH,2024-01-01,2024-11-26,96,2007-2008
vzNBb4iYe45I,2024-07-22,2024-01-27,89,2007-2008
eY1sZ9hk2PTP,2024-05-31,2024-10-26,58,2010-2011
12O5vP3jVGv5,2024-07-06,2024-05-19,66,2003-2004
VL1raUOGqyEw,2024-02-15,2024-10-31,51,2019-2020
UZcZcmeaoOnv,2024-04-06,2024-05-02,54,2010-2011
s4JPdtn495mz,2023-12-26,2024-01-10,86,2009-2010
TpGR9ba34LMr,2024-10-22,2024-08-26,73,2024-2025
f7YW7lVyIhVw,2024-07-16,2024-11-29,97,2011-2012
V1umJD9rIOz7,2024-09-30,2024-01-14,97,2022-2023
XTWVpIZXw3zR,2024-06-19,2024-08-17,94,2026-2027
Lmc9mq3A84gK,2023-12-13,2024-07-30,100,2016-2017
Fo1PYN9Uhh6M,2024-04-10,2024-01-06,68,2026-2027
b6J26gAE8cfK,2024-03-06,2024-08-27,85,2010-2011
INNsB56IR0Cm,2024-04-26,2024-05-15,58,2009-2010
8FK24c26mXpq,2024-04-09,2024-09-26,94,2015-2016
47tQLrkWtXnf,2024-06-27,2024-05-13,54,2018-2019
OlrgpDyfbFy3,2024-10-18,2024-10-01,80,2011-2012
3J6g7mulXNGh,2024-09-02,2024-10-21,51,2021-2022
HOgTsqalOUWE,2024-10-03,2024-11-22,51,2020-2021
fbX9n0LTbWjl,2024-09-26,2024-02-09,69,2004-2005
p0xirCGnh0RQ,2024-08-11,2024-05-24,53,2013-2014
f7VrBkOnB8bs,2024-11-26,2024-07-25,82,2012-2013
3aKMszF2FaVf,2024-09-15,2024-05-25,64,2001-2002
4lr9rMTxDfep,2024-07-20,2024-01-25,92,2021-2022
IwECSLY4JK03,2024-11-19,2024-05-15,86,2003-2004
xf7eCcB4ZrY1,2024-06-23,2024-02-26,80,2019-2020
V0uASdXvEMe1,2024-05-06,2023-12-30,98,2018-2019
pfM3jSyig1Az,2024-03-27,2024-11-25,62,2025-2026
OUBs6XenYhDj,2024-03-17,2024-07-24,94,2008-2009
Vh7CksqAkOCP,2024-10-27,2024-05-29,72,2020-2021
yD3WUK4bCCga,2024-11-28,2024-10-04,58,2010-2011
UL8fB1xoGi6B,2024-10-07,2024-06-13,66,2013-2014
lHyD6GqLdKLy,2024-07-11,2024-01-16,66,2018-2019
wG9hBxbEk7Su,2024-07-14,2024-07-01,66,2018-2019
8TjlZF7lIBmU,2024-05-16,2024-08-29,55,2020-2021
7ZutCSIBdw3w,2024-01-23,2024-10-12,80,2011-2012
zP17cXFQaPn3,2024-10-18,2024-09-02,84,2001-2002
VOQ0RSVh3CRB,2024-10-06,2024-05-11,90,2014-2015
LIEM4dZRXVCH,2024-06-13,2024-01-09,95,2026-2027
dROjgBHF8vtd,2024-08-08,2023-12-26,77,2010-2011
CNGUjd8X4r2Y,2024-01-09,2024-03-15,54,2020-2021
IFzfQKYAKzuR,2024-03-21,2024-04-22,60,2014-2015
qzzUuPfmCzND,2024-01-22,2024-09-22,76,2022-2023
pVFSPxrZfAzC,2024-10-07,2024-11-25,86,2007-2008
kRlVjQs6o0fC,2024-08-18,2024-07-15,88,2003-2004
qczdbflDB9Ou,2024-09-06,2024-02-29,96,2016-2017
SVmMhGdfAvSC,2023-12-13,2024-06-16,91,2020-2021
LBewxbIqVaCn,2024-01-30,2024-07-22,62,2003-2004
5yYEVMZOPElN,2024-07-14,2024-07-12,59,2014-2015
O2wib5wfO4lD,2024-07-27,2024-05-06,88,2025-2026
MkPRvjohHhe9,2024-01-25,2024-06-03,62,2005-2006
cyHoOSB7ZERi,2024-01-01,2024-12-06,66,2001-2002
u1IX9y4zoqiy,2024-06-26,2024-04-09,91,2027-2028
oImXwvPh3aNx,2024-12-01,2024-08-02,77,2013-2014
VFB4b76xQ6gt,2024-09-17,2024-06-28,98,2010-2011
OhtyrjhSrrJI,2024-02-13,2024-05-24,71,2002-2003
Z0AFx5mdaW3Q,2024-05-19,2024-07-14,53,2016-2017
nifaKzBTeF3J,2023-12-28,2024-05-28,64,2011-2012
3IcHA2xDx92t,2024-11-21,2024-08-16,56,2021-2022
ZaBnO0TudU4w,2024-08-05,2024-03-30,65,2007-2008
9Z7RV1WPLpOu,2024-03-08,2024-07-24,52,2002-2003
Bn2tEtgR3Rx0,2024-11-21,2024-08-04,68,2025-2026
H1YB34EYADX6,2024-09-30,2024-08-23,75,2012-2013
1VmRVIvconlx,2024-09-24,2024-11-03,85,2005-2006
XdkZEhocs7xQ,2024-12-01,2024-11-21,63,2021-2022
Zb3qqIPe9hmW,2024-04-15,2024-08-17,65,2013-2014
NGQINGQWQBJz,2024-06-29,2024-10-12,89,2026-2027
nTCFOzZe8v6y,2024-09-01,2024-11-02,91,2010-2011
04hi9PWuBL3X,2024-06-26,2024-03-11,60,2001-2002
FISOyOK4qikD,2024-03-23,2024-08-09,77,2012-2013
6o806Riw5CAI,2024-02-20,2024-02-01,86,2022-2023
IdRzmHxVOzWE,2024-02-12,2024-04-13,52,2024-2025
Y7TbjKzXzARh,2024-07-13,2024-07-04,77,2006-2007
cJghgGWVzLza,2024-11-29,2024-12-06,78,2002-2003
NsPlP1zrZngS,2024-02-10,2024-05-30,70,2022-2023
MGPzpNLrEd55,2024-04-16,2024-07-22,94,2008-2009
Geb0uyQMnhFD,2024-09-21,2024-12-21,60,2005-2006
Kf7TpiIsegPC,2024-11-08,2023-12-25,80,2001-2002
a6uSVjYnLgXW,2024-08-08,2024-05-02,55,2004-2005
PIF7eDJB3zQe,2023-12-14,2024-08-09,83,2020-2021
NMxlXJPjsOyM,2024-02-11,2024-07-15,56,2002-2003
Q9JbRjHSdG8l,2024-06-20,2024-11-19,54,2003-2004
quc4Jnbpxdoa,2024-08-01,2024-07-27,77,2018-2019
lQe3v9mQjB6Z,2024-06-06,2024-09-06,54,2010-2011
6IkPiCa30KkT,2024-10-16,2024-06-21,64,2015-2016
hzRwdgqGr9xU,2024-04-27,2024-09-08,76,2009-2010
IHwfTRueDiYH,2024-07-27,2024-06-10,58,2027-2028
t6LsTUtsTF7E,2024-07-10,2024-03-15,52,2025-2026
pGtOndObqrvR,2024-05-11,2023-12-23,89,2009-2010
elp6ahBEMCDR,2024-07-27,2024-03-23,59,2011-2012
3i6BgW3I7G8Y,2024-06-06,2024-10-20,83,2015-2016
zkhMankFUknZ,2024-03-07,2024-06-27,66,2002-2003
huOQQ0O188QT,2024-03-29,2024-10-07,90,2014-2015
Gtzvnp8IqsBt,2024-07-06,2024-03-27,60,2014-2015
vmN1ENeRVuYh,2024-02-22,2024-05-25,100,2013-2014
oKUN1oP4WMTd,2024-09-23,2024-08-26,100,2016-2017
nFEbxlmrOI0N,2024-10-03,2024-10-19,55,2016-2017
grZuOI0XeQ7M,2024-07-12,2024-12-05,52,2009-2010
PaBEJz9DGFyE,2024-08-17,2024-06-10,66,2016-2017
pzq9A8CPHvGg,2024-04-06,2024-10-15,61,2023-2024
lutk5VTeTeIT,2023-12-08,2024-02-11,60,2014-2015
tpzPrnyqUVl4,2024-05-31,2024-05-17,50,2007-2008
d1AEL7HRReEc,2024-03-24,2024-06-24,94,2006-2007
Qy524nlwlaXD,2023-12-26,2024-12-10,93,2016-2017
G4jJ8atigDeu,2024-05-25,2024-01-09,58,2024-2025
O2t95q8pdNjn,2024-07-13,2024-09-08,91,2009-2010
LLNj1LsYvrIZ,2024-04-19,2024-06-24,83,2013-2014
kqvmNGG5fpLH,2024-01-07,2024-09-04,53,2010-2011
7KuIOGxqIThU,2024-11-13,2024-01-16,97,2017-2018
cQ8qtC377PoO,2024-05-31,2024-05-11,75,2002-2003
YAMX4IgyWXjc,2024-05-30,2024-06-09,52,2008-2009
xm3qST75yMIF,2024-04-30,2024-03-13,87,2013-2014
Yeic5zOFtsQC,2024-07-02,2024-03-11,62,2016-2017
66KlmQJDszZU,2024-02-28,2024-02-29,63,2009-2010
iROSq7Zwsb2D,2024-11-23,2024-03-19,91,2003-2004
9AT31eaqXTVZ,2024-02-12,2024-12-01,52,2010-2011
uHAB4ngHOqsN,2023-12-19,2024-02-13,82,2014-2015
nr6PPNnLmog5,2024-08-02,2024-04-17,71,2020-2021
YfD4jAgJ6ISF,2024-08-10,2024-08-20,54,2012-2013
PJ83GPxxb3To,2024-01-15,2024-04-17,86,2021-2022
fCuCLxBPyHS8,2024-10-09,2024-10-21,82,2022-2023
EQLs2a1LcUgn,2024-04-24,2024-11-25,59,2004-2005
wRgF2bZa8eYj,2023-12-24,2024-01-28,64,2022-2023
cGWsHrwNZAJ6,2024-08-05,2024-11-27,88,2012-2013
DNr9Hx0zm8lI,2024-01-26,2024-02-17,62,2025-2026
QzhyBoCqkx4D,2024-04-18,2024-01-23,81,2021-2022
mjhZcS6oqjd0,2023-12-15,2024-04-25,68,2017-2018
8HirGJOLQQjK,2023-12-07,2024-03-06,57,2026-2027
KNN558SSApt2,2024-01-14,2024-10-30,77,2004-2005
XT2I2sdDbfHt,2024-08-10,2024-08-22,65,2001-2002
hPm72qqtS7Bo,2024-07-06,2024-03-29,54,2001-2002
AJohW0g5NDxO,2024-04-27,2024-06-16,55,2015-2016
cXD22rqkMy87,2024-01-28,2024-11-05,62,2026-2027
aa3xx68fXDbo,2023-12-18,2024-02-22,91,2020-2021
UnFiabR2Tr3M,2024-07-05,2024-04-07,78,2015-2016
bFMqMi65MHVq,2024-05-01,2024-04-18,96,2021-2022
zTJT86S7v99Y,2024-01-03,2024-01-03,71,2024-2025
gFFcOe1IoJ3Q,2024-07-02,2023-12-24,91,2013-2014
NjWtX4EaqbdS,2024-04-11,2024-11-20,82,2011-2012
vCiuqkJ3yehH,2024-06-27,2024-06-23,72,2008-2009
57mlHq5W16tn,2024-03-12,2024-12-09,69,2020-2021
QHG7dmvgTnOk,2024-01-05,2024-04-27,87,2011-2012
zpjRGJ0SL1bl,2024-07-28,2024-05-24,77,2017-2018
SpQA78DHnc8A,2024-06-17,2024-09-24,100,2015-2016
19LxROock8x6,2024-01-15,2024-10-06,54,2008-2009
ktCXUhWjhVNS,2024-08-26,2024-12-03,59,2008-2009
ZDeI11c1psZd,2023-12-05,2024-10-05,59,2015-2016
j1Ty3HjH6DHg,2024-04-26,2024-07-01,90,2001-2002
MShTOJcH2jjS,2024-05-13,2024-05-25,77,2017-2018
M0PNBtzUArjj,2024-10-16,2024-08-10,56,2005-2006
QE9UCQw1CVfT,2024-08-25,2024-08-05,94,2023-2024
ka742J0wU4Rc,2024-08-19,2024-08-29,56,2003-2004
l3Bnb99yEGFe,2024-07-05,2024-10-30,53,2008-2009
Myzl95Xr39DS,2024-09-13,2024-11-25,72,2006-2007
7SHutPyRix0O,2024-10-03,2024-05-21,76,2007-2008
D0OxDZfxDlA3,2024-07-13,2024-02-07,62,2021-2022
SYPSnjKB0uQa,2024-08-20,2024-10-14,97,2019-2020
JadFxSAR0IFJ,2024-02-02,2024-01-29,97,2023-2024
EVM6QEh7hwLQ,2024-05-21,2024-01-03,87,2021-2022
UqOiXbHNyEve,2024-02-09,2024-12-06,57,2023-2024
YuHwmBRir854,2024-12-01,2024-05-03,69,2007-2008
NcUnNY1ABgmL,2024-02-18,2024-04-30,54,2001-2002
26DujYyXLcIm,2024-07-29,2024-09-14,77,2006-2007
PdlU8KV3rIKj,2024-08-20,2024-01-30,93,2015-2016
oUwPIUu5hT8p,2024-06-01,2023-12-28,91,2025-2026
KLDufvPu1nfa,2024-09-27,2024-08-14,95,2013-2014
pC0EWEnPIovf,2024-04-01,2024-06-26,95,2007-2008
VtQSkmXhO4Gs,2024-10-28,2024-06-19,90,2025-2026
XKlMYY1fF1NV,2024-04-05,2024-08-19,81,2021-2022
r6pZc8q2M5u8,2024-04-22,2024-09-01,78,2003-2004
6Y9deaRRB55a,2024-11-27,2024-12-18,89,2023-2024
O8aeDa18JGAc,2024-07-07,2024-02-15,87,2019-2020
GGn0R3l5PXPs,2024-08-16,2024-04-10,69,2022-2023
kCdA4edUrdMN,2024-02-22,2024-03-01,54,2009-2010
qI5RjINpbuml,2024-04-25,2024-11-19,100,2015-2016
JEKRN1Cz6qQ4,2024-02-21,2024-08-08,95,2027-2028
o3nNbIoFPN6c,2024-04-18,2024-06-25,63,2023-2024
mht277DzPYLC,2024-07-23,2024-02-03,92,2022-2023
NmNwgaZHeBtV,2024-06-02,2024-11-22,89,2004-2005
XmEHZiV0dlIC,2024-04-16,2023-12-25,80,2010-2011
Fwsbp96YZKtK,2024-05-24,2024-02-04,55,2007-2008
2m0QEzSqrH2c,2024-03-20,2024-04-13,50,2021-2022
0cvRZbqcOrM6,2024-09-13,2024-05-29,70,2023-2024
D5oq4jxKqvif,2024-03-24,2024-06-05,51,2021-2022
3gW7UccCQdiV,2024-11-11,2024-09-24,76,2013-2014
OVYdAooZa62P,2024-10-09,2024-05-15,69,2025-2026
yAzw4CGSvkoH,2024-08-10,2024-02-02,79,2008-2009
lNk6pjkI3KcR,2023-12-09,2024-12-27,81,2010-2011
K9RDs3W0c8ty,2024-02-07,2024-08-17,62,2006-2007
Y4RxNlb5h6qp,2024-06-16,2024-10-01,56,2017-2018
F1HR52NEfZAS,2024-03-09,2024-10-24,51,2007-2008
H1O8O7y2ZY4i,2024-07-28,2024-10-06,93,2005-2006
OsxlxT00fRJc,2024-01-06,2024-08-17,95,2005-2006
YGOMtcUVZxGv,2024-11-03,2024-11-13,55,2001-2002
k28QRhgs4OGZ,2024-01-10,2023-12-14,67,2002-2003
RTeGHOT6ufna,2024-06-01,2024-03-15,91,2027-2028
e9qdwZuU3FY5,2024-06-11,2024-11-07,50,2017-2018
SrcW0NxeEOPf,2023-12-05,2024-11-14,89,2006-2007
ccOSzd5glZAI,2024-03-28,2024-03-24,74,2023-2024
yU7nyiofaZBG,2024-01-26,2024-05-03,94,2020-2021
CkV2XkLGW2Fy,2024-02-24,2024-01-26,63,2023-2024
N7CvFQLIUAir,2024-02-11,2024-11-29,92,2012-2013
2vAKAfLeY4x1,2024-03-14,2024-10-04,100,2026-2027
bAKqaTWGdsLg,2024-01-31,2024-10-17,91,2007-2008
JVyWShOpID5E,2024-04-24,2024-08-28,66,2003-2004
lZyIpUo09dcA,2024-02-16,2024-05-30,100,2013-2014
BTg5uzJ87z9D,2024-06-13,2024-10-15,74,2017-2018
AcJ2Iy0dJs9z,2023-12-19,2024-07-09,71,2009-2010
mgI6EiHGFHN8,2024-10-08,2024-05-07,92,2022-2023
j8V9YftrIO8t,2023-12-21,2024-08-24,87,2016-2017
9SQkUIdKo6t1,2024-06-30,2024-10-21,94,2007-2008
PwUYqKZ91C4Z,2024-08-15,2024-05-05,50,2013-2014
wmhXFvf2IOHo,2024-02-29,2024-03-11,85,2016-2017
HLkn6zAHNmuj,2024-10-06,2024-06-07,67,2011-2012
HKYSl2KWdBru,2024-10-01,2024-08-20,98,2010-2011
nWT4cJd4mJNp,2024-06-19,2024-07-08,70,2026-2027
ZqiUlozm1DAW,2024-10-22,2024-05-21,71,2001-2002
xAA9OB2FHEVG,2024-02-27,2024-04-18,59,2016-2017
XiZgqjrfexts,2024-08-25,2024-03-20,65,2004-2005
S4VlHzEhdL0b,2024-01-03,2024-08-30,99,2016-2017
Sklx7ZmJFnUV,2024-05-11,2024-10-04,63,2019-2020
R62qHNTl41rX,2024-10-17,2024-06-12,51,2009-2010
VYNKab4Xr6EF,2024-02-06,2024-09-30,50,2024-2025
H6nm1ggnkBks,2024-05-22,2024-11-27,59,2018-2019
H2o0ojfZDxA3,2024-10-28,2024-11-04,65,2027-2028
2TJNoC7NAq45,2024-02-01,2024-11-15,56,2003-2004
cCnN9Ch3BDcu,2024-05-09,2024-05-25,54,2002-2003
J9wOfTqq9eYg,2024-02-05,2024-01-19,50,2015-2016
14P4hQevaB0v,2024-10-18,2024-03-24,69,2021-2022
M0wYNHOvZmDm,2024-11-28,2024-01-06,65,2026-2027
vV4BqS6gR99j,2024-08-01,2024-05-19,62,2026-2027
kfMW1ZVe8lYV,2024-01-17,2024-12-14,54,2011-2012
H5VuVgAUQcLr,2024-03-31,2024-08-01,89,2003-2004
b5ZM5zWRdpFG,2024-01-04,2024-12-17,84,2020-2021
8yinoVMA4SZM,2024-07-21,2024-02-15,99,2020-2021
UTFoJj89CyWw,2024-07-11,2024-06-14,63,2008-2009
gKm2Q83h3Bp6,2024-07-13,2024-08-08,70,2013-2014
wLC4Ld48Tclx,2023-12-27,2024-03-20,80,2023-2024
AjYOZF9ctHIX,2024-01-06,2024-06-15,79,2022-2023
kwvWdHbThIIk,2024-04-12,2024-03-31,83,2020-2021
vFmUdAnucNOe,2024-08-16,2024-02-15,83,2003-2004
AD1JvNCl7FZz,2024-07-16,2024-12-21,86,2008-2009
aQgucNTKUOup,2024-07-31,2024-05-03,73,2012-2013
HdlbdWRinvU6,2024-10-07,2024-10-05,76,2012-2013
rIngnpLqsRrY,2024-07-23,2024-03-30,63,2022-2023
GENf1SHCh6wX,2024-11-30,2024-10-06,90,2026-2027
IAECszxHpFnV,2024-01-07,2024-06-22,61,2004-2005
tPDWi6AseTQe,2024-09-03,2024-11-01,84,2017-2018
flVDR2ngnXv3,2024-02-04,2024-10-12,62,2015-2016
hsvLoEPncFo2,2024-08-20,2024-01-20,61,2022-2023
bhA6AIDyrWbH,2024-10-20,2023-12-13,92,2006-2007
MR0AQAwElBT6,2024-10-23,2024-10-25,82,2008-2009
1CDgzr0q4Ynb,2024-08-11,2024-09-27,57,2012-2013
