id,grade,school_year,score
cUNlJDY4dN7A,A+,2001-2002,73
odS6nZ9dATdD,A,2005-2006,59
2BmPwYXxx4vy,B+,2026-2027,65
uZ5g5g70QRaZ,D+,2021-2022,61
jFWLOFFBzmRM,F,2018-2019,90
QwPpT5CIT43D,F,2006-2007,43
xQ4E180JKbXG,B-,2008-2009,30
8SUSAPgBYL6p,B+,2026-2027,84
3fXxetltQSJj,A+,2024-2025,60
XRHJdzWVN5RT,C,2015-2016,41
FfPJwRzrroU7,A+,2002-2003,62
KbZolsa4ACJX,B+,2008-2009,69
1jHjty19f7Sg,B-,2007-2008,20
PJs9EiA6FjZs,B+,2017-2018,97
rO46TeCTEyck,B-,2005-2006,12
CLrpQPLYeQh2,A-,2021-2022,91
Z9JnOGZ6qupn,A,2025-2026,26
JY9nQVntaS4u,A,2001-2002,53
1QXyR5bDl1WX,A+,2011-2012,79
ANZQt2AVFm2o,D-,2020-2021,49
i3dkiahb3rUT,A-,2025-2026,75
oNWHux3iROXX,A+,2019-2020,84
doJrJWXjFKOZ,B+,2006-2007,96
YuQot4lePLZ1,C-,2019-2020,85
wKFmrtREywbD,C-,2002-2003,43
Qt9mrX80tgqf,F,2004-2005,29
GZ4G9YU82p9y,A+,2014-2015,60
hwrMku0wJyZ1,D-,2003-2004,93
pKVcPcl4cIcl,C+,2004-2005,43
TiRkS45MQxyF,C,2025-2026,60
xSZ5azMs4mBq,A+,2014-2015,43
1GrO5oiUTibu,B+,2008-2009,4
pvSV57XZ6sOg,D-,2015-2016,22
ZplOfw209fo5,A+,2013-2014,55
nzg5Pa6zwZIX,B,2023-2024,8
LUW6U2AzhGxI,D-,2023-2024,38
X3480cG6aVYo,C,2004-2005,41
fZo1iWfhm8JE,A,2024-2025,55
G3JcKEcK82Bv,D+,2020-2021,9
PMsePDChwrof,D,2005-2006,43
oXJC3nb3dos3,B-,2024-2025,8
Qxd9hU8w2Dtf,A-,2022-2023,61
38FPzEchvCaJ,A-,2020-2021,6
GLPO82h0dH2z,D,2011-2012,33
PxLaDyLT6zUO,D,2014-2015,8
ioTd4vSDgH5t,C+,2002-2003,44
xA6voBxRuwh6,F,2004-2005,97
FsG59T1nE1I1,D-,2002-2003,72
rYph2b0w3zYu,C-,2002-2003,96
ANisKFFZDmgK,D+,2022-2023,78
UCaDYH6BQmZD,D,2009-2010,21
kZw5U229SqLX,C+,2014-2015,46
Dex89ZRYgULO,D-,2015-2016,26
5YsfjNweznan,A+,2013-2014,89
i31cElvFN8Sg,C,2022-2023,45
v3sZg7Zb4Wfv,C+,2005-2006,5
FeVIgNajViHD,D+,2022-2023,21
QFYAJ7ZNFwAs,D,2014-2015,94
et4DETarLoFG,B+,2021-2022,7
5mKqmdPmToJn,B-,2003-2004,80
8m7U1hpi6PQN,B,2009-2010,72
IzUk7ZoFoJLf,C,2004-2005,35
CPlZQtA5oazq,B,2020-2021,37
xAAx6lJlDK1m,D+,2026-2027,89
jHpmZe24vlNb,C-,2015-2016,79
KpzX3JBhARfm,A-,2017-2018,26
x5BJzI019DbH,C+,2023-2024,44
FZZ7VRqiXanq,C+,2001-2002,72
5THraaKnSYp4,B+,2013-2014,42
tpfyZDZXN6AZ,C+,2024-2025,66
Ji4MytHge4LG,A-,2021-2022,98
0YzzihaHm65R,A,2023-2024,51
NiVz7pd89uWF,C-,2017-2018,61
SElcDKGUVKKC,B-,2008-2009,68
akLbxRRyzAXX,A-,2017-2018,53
NqjxE9j4FX7B,D-,2016-2017,38
vFc8Aoxr5LBh,D+,2019-2020,35
Jf3t3koT7q0U,B-,2002-2003,27
F4zoYg6ncctT,C+,2001-2002,6
qd2dkMD5ZJbW,C-,2016-2017,86
sArmTb4Y1Nd2,C,2012-2013,56
S9oXihoBjIyN,F,2007-2008,21
RLobpDegKucu,D+,2026-2027,90
CExxWytylb3y,B+,2020-2021,68
GPLVkA08NHyJ,D,2019-2020,59
NWvTiOqQGOOo,F,2002-2003,12
aHgC2dhiNyva,A,2010-2011,19
5j2GdiCqEOF5,B+,2014-2015,10
4ds67uAyM8Ku,C+,2024-2025,58
vSICQlO7n3BY,B+,2014-2015,99
CEEQxM10uEui,F,2024-2025,68
NGKSZkYp1nAn,A+,2011-2012,79
p4FB9r2S8DqQ,D,2023-2024,34
ms8Xy4DbV6hE,F,2015-2016,54
wMrxk9JIm3He,C+,2002-2003,31
G6eND1cefwOg,F,2025-2026,77
guEke9hur1eN,C,2011-2012,43
SdsPgToaQtGn,C-,2013-2014,19
vBKgk8wvySWF,A+,2015-2016,68
kJloG0jKIOkD,A-,2022-2023,74
QtDG7OLMPWsz,A+,2025-2026,33
wLLXyrbI0xjf,A-,2021-2022,24
dXhSAn0l2Co7,A,2012-2013,70
IB6E8fBMuZzL,C,2014-2015,26
NCCYoOA49XwD,F,2013-2014,36
QpC3rMrtPYAF,A+,2001-2002,22
FhrxqmpGIFpP,B-,2009-2010,78
9sd9hdfujzUD,C-,2019-2020,41
h3R5TaLTZR0y,D+,2006-2007,33
YzZzaVokI5cx,C,2013-2014,35
CGe0NwWrJkQH,D+,2008-2009,35
DUjNPhjHtVTb,D-,2004-2005,16
aJDomos67Lh3,B,2005-2006,63
jkeiY54d3ToM,B-,2003-2004,10
GxRyr98nIrMG,B,2013-2014,1
7SHYVqr9d3Is,D+,2025-2026,33
ewz6LTKxaE8U,F,2025-2026,57
FxDa7UPkPqPe,C+,2022-2023,32
6g6jrd6dN2Ak,D-,2023-2024,22
2I2nScHQ746r,D+,2016-2017,31
v9IH8g02RLGj,A+,2025-2026,37
Y24y3gmU4Sfn,A,2001-2002,61
dhKyup0GZ9aO,F,2026-2027,22
Ey96VXNjlz96,C-,2027-2028,49
7PB4mhc3E9XC,C,2011-2012,97
D89tF4YDhQkq,A,2009-2010,89
ZadrO8kAfLZW,D,2018-2019,36
ccdeucUsdRff,B+,2017-2018,95
PrnSLihfbYV9,D-,2006-2007,30
MxetC0qAGcBP,A-,2017-2018,54
hxyHamwZQsSM,A+,2012-2013,45
QV8uaO2hmm7G,D,2001-2002,53
hrJ0VB3FYZEI,D-,2007-2008,75
P3HGPUjEg7xW,B-,2013-2014,60
mGRAKPqd7LQj,D,2010-2011,73
ruMqMWmeKfXU,A-,2006-2007,19
ymohh7zRh5ks,D,2011-2012,53
mU8XniKVmgZc,A,2021-2022,100
ohxbkhD21TS8,C+,2019-2020,27
mlK0bp8wrAYD,F,2016-2017,83
v2b0yoCyXGcI,C+,2015-2016,59
EGUczta4wvPB,F,2012-2013,62
cckJrYgLuQmx,B,2008-2009,94
EKkWf7XzvLv7,D+,2004-2005,16
iXBq82gIgsvC,D+,2026-2027,10
98RApSG4HQFD,B+,2010-2011,38
uUkGkOvGXh83,B-,2024-2025,95
E97BLbtZnJ48,B-,2024-2025,15
moefIovCLuSc,A-,2024-2025,83
AcxKjaNUghd5,B,2002-2003,90
KgDaMJfdx6W5,A,2016-2017,72
Le3c1xUzTSck,B-,2024-2025,46
BeqyjzGLvk6c,B+,2012-2013,39
SGkmLWPKAx5r,B+,2021-2022,12
s3ElhvHgERHk,B,2010-2011,26
xayUGuao0RZU,D,2021-2022,96
4LGRh6WCEL4w,B,2025-2026,31
WNxvHnBcIz7Q,B+,2024-2025,69
rxmCQdma8AiI,F,2008-2009,27
YtAv6cfoN350,A-,2004-2005,70
06tec2e8FISc,B-,2012-2013,89
A6lfyeiV1HzO,B,2024-2025,29
PQQUQhBnkNA2,B-,2007-2008,42
fM3NNUbWBRsJ,A+,2014-2015,32
3i2KmtVBWOhY,D,2015-2016,38
pxZJLIWYUzEu,C-,2022-2023,48
HtxhK4czJ6IQ,C-,2009-2010,26
SJXsZigIkvF1,B+,2027-2028,72
KWkEL43GN7hy,A,2015-2016,30
u4D9GM6n0BQe,F,2027-2028,55
SRcPaWNxWW9K,B+,2017-2018,64
2snnAvV3cSGq,A-,2016-2017,91
6KMlVIro32ze,D,2007-2008,24
Z2XbeUFN6ppG,C-,2022-2023,52
4CmvPANmbthC,D,2025-2026,50
xdRAsJsDeOY6,A+,2023-2024,45
lUxzL20HIeg9,B+,2020-2021,100
qKGCLMjTOeby,C,2013-2014,76
8Go5ZecmwV47,A,2025-2026,25
7lOkxrLa7rrt,B+,2003-2004,30
eRExfody1WXw,B+,2025-2026,5
e6uyZn1i49Xk,C,2013-2014,83
oCncdSAMejTj,A-,2004-2005,89
GD9TMBebgqqk,C,2006-2007,12
LOBdSekJNjRc,C+,2002-2003,94
JkpYHbZ96Bcr,A+,2004-2005,91
j6XRnjNL60ZV,A+,2002-2003,44
wVQ8mY7euXi9,A,2020-2021,78
Y0i0iXf4oe79,B-,2017-2018,46
8lfD4C88m9CJ,A+,2019-2020,96
NFtN6UlQWi8O,D+,2015-2016,82
CIJVozAN7su8,B-,2002-2003,68
TFd12CG1wBcV,D-,2005-2006,37
y0Ut4j5MZ9gL,D+,2007-2008,15
OlzaRYmoP6w2,A,2021-2022,3
R3pXxRj0TrWV,D-,2003-2004,69
fxttAixEOd3S,B+,2017-2018,79
usSaNcYiIKPs,C-,2017-2018,48
o7QXzrITK4cN,B,2009-2010,13
ny4CwIm0dOLF,D-,2025-2026,73
dx6WgirbgjWB,D,2023-2024,97
A3iJbyXcjqRb,C+,2019-2020,39
7NryP5BYCSVa,D+,2001-2002,38
owllhTn3ZhKk,D-,2015-2016,14
lsnlNg25xpMw,D-,2006-2007,49
Qf43DDz1AB0C,B-,2002-2003,20
rjLMTOwTrrrv,C+,2012-2013,47
VVwMyFf3zWYN,F,2005-2006,13
DCVtckhLF6F6,A+,2013-2014,82
7rOj3DRLzGwZ,C-,2001-2002,61
rNGQtfA3nQeH,F,2007-2008,42
CLcmCKgIqgyT,B-,2013-2014,60
Rk5roAWmuwGu,C,2025-2026,20
XbdHfYzibaOH,D+,2025-2026,15
C89IWibuCqqK,A-,2018-2019,92
7nF58EbcdgIH,C+,2022-2023,84
oon9Hg7ulUph,A,2015-2016,87
mU5HzPaSCRCm,A-,2001-2002,81
LibeXkvswKI1,A+,2001-2002,75
0yDDOtIgiBHZ,B+,2012-2013,61
PWUSzjqD0iFB,A,2005-2006,6
E2kN7xfpJ3iM,A+,2021-2022,20
RSMr7f9hrgpu,C,2015-2016,26
F6iJ9M9LPEFg,A+,2009-2010,49
J4WApHW8EO4y,C,2027-2028,82
6kapWLXe5yhQ,D+,2020-2021,29
i2BeWJ6M4RyJ,B,2006-2007,45
1JSwKagj7EB0,A+,2014-2015,69
knZ17NDlHbmC,A-,2015-2016,78
pOSSljvj7M1b,B+,2013-2014,33
OSzTnTlvXmnV,C-,2003-2004,97
eCiNrPlD7VRN,C-,2017-2018,21
pAQBlYrM9mNt,D,2002-2003,93
GQcZvGT9LNJq,D+,2017-2018,79
3me92eIXdJOJ,D,2014-2015,3
VaBpwB3b8LcZ,C,2002-2003,88
RB8TejSeyib8,B-,2005-2006,80
2EI4LDPnr4o1,B-,2010-2011,38
vqGqRY8tYEur,F,2017-2018,63
C8vtnwhnz3Mm,D,2006-2007,10
OJyWltEyo89F,B,2016-2017,60
a9fY1Y3u7C0W,D,2021-2022,27
szVozNBcRRmz,D-,2018-2019,35
M3oW4ln0udXE,A,2005-2006,9
pLysEMY2niRU,D,2005-2006,13
wm17AicKqHgs,C,2005-2006,97
Qo7orBTaBgYw,C+,2013-2014,97
f0kgLKCr1uV9,A,2027-2028,38
xXugUfnPs55N,C+,2026-2027,64
iLOcNW1idEOR,B+,2017-2018,98
wybAgbpSC77E,A+,2019-2020,19
xDYpGwMXyNTq,B-,2013-2014,86
MsxdputCpgF2,A+,2027-2028,80
qcpWaCxn8Fra,A+,2009-2010,24
fAsSqOaE8mLC,C-,2014-2015,1
RstsZJdQI1Fb,B+,2021-2022,53
pBEUNOI1oHSi,D+,2008-2009,26
8hsuez2KvJIE,F,2006-2007,40
a7SHHOpnWuzT,B,2002-2003,77
zVVWqCfuu4Ok,C+,2003-2004,40
LAbHEKEgqWbV,D,2015-2016,61
cnenhzgXkZSD,A,2006-2007,27
IKeigam2o9Mb,D+,2021-2022,45
OXZ5osxmZmRq,D+,2025-2026,35
XaiddGw6ROlY,B-,2022-2023,80
Lt3Ymg5nCTid,D+,2016-2017,34
ywSBnS3pl7zx,B+,2026-2027,92
kzb8ub2wc93w,D-,2026-2027,1
pOgasdXFsev7,D-,2019-2020,52
q2jN89cRsHRk,D-,2027-2028,2
FYNEVHpIaDrw,C,2015-2016,61
672EPdx8gu3o,D,2011-2012,65
MxG0VTIjMbua,B,2013-2014,41
OzLhkoHtgcbD,D+,2016-2017,61
kxjdzG3nhSlq,F,2013-2014,100
8IKL6S1s5G7U,B,2013-2014,57
CiOoQrCKaX7y,A,2015-2016,2
j2O46HF3FPMv,B,2021-2022,71
bwtqnFV6dxl3,C,2017-2018,19
62uAztXE1IT3,F,2015-2016,80
Blhdx7S9Grkt,C-,2001-2002,54
gdyC0dWbIFKP,B-,2018-2019,91
fSa1V23YxGKX,B+,2001-2002,52
ZQdfBhV7qY7A,C+,2015-2016,44
4fsApw8wTAmL,D-,2024-2025,79
orqEltuVCmJe,D,2023-2024,45
1AGWDFqw33xf,B-,2006-2007,54
A2fvOQzQg9Af,C,2022-2023,9
V6yRxDdSo3k7,C-,2014-2015,63
5GHV1kuuCYr3,B-,2009-2010,31
qxItmgrZRWbv,B-,2022-2023,81
A8RojCD2W2Rx,C,2012-2013,87
ZUeLkZs9xHNR,B+,2022-2023,2
D1ugtQtVZaW2,D+,2023-2024,60
zfmq3zueaEH5,C-,2011-2012,17
zUgwYTfRAhzh,B-,2022-2023,95
e11mTNkkO5Q0,B+,2024-2025,80
DJ5LzdwagBjq,A+,2012-2013,50
fG3hThS7J1yn,A,2017-2018,7
7AnAHeXgRqTL,A+,2015-2016,87
b7TGccvG7G3r,A,2025-2026,86
r9Um6h2FY0hn,B-,2017-2018,26
fpRfEPi5cRgL,F,2014-2015,95
qxY2iw0QAvxo,C+,2001-2002,91
v62BCyniU4Fq,D+,2006-2007,35
wVSQLYSGlmWg,D-,2012-2013,91
iOGqIjqIMEK7,A-,2020-2021,49
uOQSzxYyQ6yW,D,2018-2019,66
M4TEy8lVtVyN,B,2010-2011,35
AsBJRgLfp5HR,B,2008-2009,19
WXbKXpyCRYhu,A+,2013-2014,76
qbZvXsAjWbPG,D,2002-2003,83
ViQHcKUVlN30,F,2024-2025,94
zjWe2NzzIvr8,B-,2012-2013,19
QJWd8gO7eJSQ,D+,2008-2009,22
M5OCn7ZBO5Xk,C-,2004-2005,40
jsCcnmMYn9ZV,F,2014-2015,59
MsNc08ElIZh8,F,2019-2020,43
MFtODLo1be7Q,D+,2024-2025,21
0TegtV84eTJD,C-,2007-2008,68
KYNT4Qvjfqu9,B-,2002-2003,14
RxAz05Of0RKu,D+,2021-2022,12
KqKTKR2yM9mL,D-,2005-2006,2
A3bIluDukiQz,A-,2026-2027,5
1AJFVoCTTr9v,D+,2009-2010,22
PCQykosI2RcN,B-,2002-2003,34
LGMi04UV3nuj,D-,2001-2002,79
MwJGkVKcWq2S,D,2013-2014,18
ghO2ypFrnWFi,D,2014-2015,43
7XjnyWVm6c7O,C-,2026-2027,73
V48SW91C0NrS,C+,2016-2017,63
ZkS83WK5hvt2,A+,2025-2026,27
lk2og71CxQuj,B,2026-2027,92
9KW7Z0ZBCQkD,B,2004-2005,91
FWXQWozdV7u7,B,2006-2007,46
7FmA61aTyMD8,A+,2012-2013,51
bv0VQLlG6FcD,A+,2019-2020,3
q52chMVK7Sxt,C-,2014-2015,35
3WHY6ap9voGk,B-,2026-2027,91
fIZCaHd2B5UA,D,2019-2020,71
tlpOT5dlHgGx,C,2021-2022,40
o32j0g0zBVhN,D+,2002-2003,97
e3GAsbc5pM4D,C+,2025-2026,9
nV2VDCYdHytX,F,2019-2020,99
m3sHYGIoTmvN,B-,2026-2027,12
OSsWwc86oW6y,B+,2022-2023,61
RXbY6CoTR1GI,C+,2004-2005,96
tYlt7g06SNjG,D+,2024-2025,42
RyynjgGweBZE,D,2025-2026,77
3pA4xeuOKPpP,D+,2002-2003,23
QYIWrM4GyTOp,D,2013-2014,62
ezggIBpIB5AH,A,2015-2016,92
3N7OtJB734TH,D+,2012-2013,32
5CAkyL4jDEJE,C+,2006-2007,39
DbrJaUfBJNnN,A+,2022-2023,4
J1vP8U9xfF3z,C-,2006-2007,100
hGQ12C0bHmqL,B-,2023-2024,48
yQAPZ4EJMhci,A-,2008-2009,68
mHUqDBcLRrIl,F,2009-2010,12
8YA0xV07p3PU,D+,2016-2017,37
8C5tvvTJIXer,B-,2018-2019,96
b6Qwrsk38l1p,C+,2014-2015,5
CV2oD9qaDSCF,D,2021-2022,51
oo2KR0v8BShG,A+,2009-2010,57
lcuu02R38vxZ,D-,2006-2007,24
GfxFMVTECJ8R,A-,2023-2024,68
E5h9miWH9UKi,A+,2027-2028,74
AzknGAbBnku3,A-,2007-2008,19
ejIkoAUKlCo4,A+,2001-2002,59
o09IjxaSp3La,D+,2005-2006,19
4pN3xc1RzR55,F,2016-2017,11
vrtTxnEjx1H4,B-,2011-2012,2
BAbQtfLhS2SZ,D,2007-2008,43
Q79yCFSV1s1S,B+,2021-2022,35
I7XPJ9dmODsV,F,2017-2018,50
zn29mpNR87pU,D-,2001-2002,77
y13mWLsxUZe8,C,2017-2018,24
dzkpvDdYJYfW,C,2020-2021,12
DPYNPyulj563,C+,2003-2004,53
DGlYkV3aZdEy,C+,2008-2009,10
0q27XMYnnnFD,A+,2018-2019,62
WrBJ8IhwXHzT,B-,2013-2014,54
Vb17OGJ8VIXg,C,2009-2010,22
6MKrA1w7PDbU,A-,2006-2007,54
lyflZRjSZvTB,C,2009-2010,37
TOXgsRWAHgzQ,B-,2008-2009,47
KnOVF3rTjCGH,B-,2020-2021,97
evGKnS9UiaRL,D+,2012-2013,75
Vrv2BBDJDKHn,B-,2022-2023,43
0CGhSoa0e98I,A+,2026-2027,25
bBmrPzgLk3B0,B-,2007-2008,87
WhjP8lFlwdGv,B-,2004-2005,57
cm6DgqhC59bN,B,2015-2016,64
C9I9ONi5vCov,A+,2016-2017,63
6WnP2YXQndne,B+,2027-2028,52
vOKKWK3Umq4z,A-,2016-2017,88
22t2OYXKhqs9,A-,2015-2016,65
VM91CKBabLjZ,A,2008-2009,28
IZMxtMdmF8df,A,2022-2023,2
tN9A9Jzjejgf,A,2010-2011,57
Pg2aunoFRtCy,A,2006-2007,86
LyQWeLoN7Ks9,C-,2022-2023,77
ZuArcJfvYBdv,A,2018-2019,34
JAyCHtSy6vK2,B-,2027-2028,21
qoEuxPevB0Wq,D-,2014-2015,45
2g5LkwR1Oi2j,D+,2015-2016,85
zlAISGVIeTKj,C-,2009-2010,33
9tp1xNex2oBb,A-,2002-2003,42
8CqnJf8oBic0,F,2020-2021,50
XXRwoFiAo0id,F,2013-2014,18
YY6bVgp0uc88,D+,2011-2012,38
xtTaaPIcOHRq,D+,2008-2009,32
32Yv8o3k6RQx,B,2009-2010,29
JzNoJMczT8v4,A+,2015-2016,45
bZZvYcio7iYU,B+,2021-2022,55
Y48nKCoJhDAn,B,2005-2006,80
pLs07UAPu6eC,B+,2023-2024,4
W5qOrHy6k4XH,D+,2011-2012,96
xq8KZON89yIV,C,2009-2010,7
3drWm2V1zGMR,C-,2022-2023,36
oxOUhY5zXNmD,B,2011-2012,25
DKbt07ni1NOL,D+,2002-2003,48
gvGa9qoNJCV9,F,2006-2007,21
1pbZdvq6UuZx,B+,2007-2008,78
sQ8tgsVWmtz5,F,2009-2010,65
fT7Y3wkS83Mo,F,2007-2008,21
LtW4azLRWsJ3,A-,2007-2008,42
mo9F2wYO04bR,A+,2005-2006,95
U7na3UdPbitI,F,2022-2023,44
kMdb1dJihyhG,B,2012-2013,71
pqmQkQqWmk6k,A+,2023-2024,20
kbVOfaUiLHeA,B+,2018-2019,11
98Vn7PxLJCBp,A,2022-2023,23
TXhKuQonloiv,B,2027-2028,64
ltJYET7AT0G4,F,2022-2023,42
IWKhMJ1iRH5H,A,2026-2027,76
a7mZIOI3s3jN,A+,2001-2002,24
2PM9eDIN0ZfP,D,2007-2008,6
K51iIf7HcEMZ,D,2022-2023,54
SkUdUMRGzvc6,A+,2005-2006,78
M0fNLozy6pek,A,2014-2015,78
KCuisWOOxUo5,A+,2001-2002,81
cC2hglEnWCSJ,D,2009-2010,26
8L2OkeD0KAEU,A+,2003-2004,15
2GwrisQD1l23,C-,2014-2015,73
v33pHEBWvl78,C-,2012-2013,31
onaeETZahMPf,F,2004-2005,60
Lxkdk8z740RU,B-,2010-2011,44
EPYoWWH4E7FD,D,2018-2019,76
bJJM0YUoQ5TR,D+,2010-2011,50
t9DncDVtJsQh,F,2017-2018,5
r3WDp3X32WUj,F,2007-2008,53
f1KyYAPhfIuF,C-,2016-2017,19
Z8hpiffKXbyJ,A,2015-2016,81
NUsnHPK38Hgi,F,2022-2023,87
6yQiSzcqf4lR,B-,2022-2023,44
eILlrWEE2xVp,A,2007-2008,49
zjbIZRyOD53X,C,2011-2012,55
XSRXiJDPT4Ju,C-,2009-2010,36
ual4hEW9vJk9,B,2013-2014,93
o2Hxyi5JVzh2,B-,2019-2020,2
h56lUFShW0mx,B,2024-2025,40
owFv5pdkaxi2,F,2023-2024,89
6qOkT3DN3iRC,C+,2002-2003,40
jnmmHbE7jm1u,A-,2020-2021,41
oWPUTQAn5NMc,C,2023-2024,41
86m9MRkSuTF3,F,2009-2010,80
96EReY6hEhwA,B+,2013-2014,94
HpOzNEKcULOV,D-,2019-2020,4
rWTQwMqwgPPl,C+,2002-2003,32
0yHQYnwYGadK,A+,2001-2002,40
E1U4T8cIlmMt,C-,2007-2008,5
AAy7MyY4V1ga,C-,2012-2013,80
g7CZ85WJII74,B-,2027-2028,20
syMUbLImO9jA,F,2020-2021,95
fMRcjinWW14i,A,2005-2006,77
H1wDDVVS1kvP,B,2018-2019,6
yXeLonldFPZ0,B-,2023-2024,19
9XKUHNYcm6Os,A+,2001-2002,76
wO7ZL2ZJ32t6,A,2014-2015,45
QMjHjjnjCXBf,D+,2025-2026,14
zDgIlWZP4i8j,C-,2008-2009,92
d36HiKNelf6T,D,2006-2007,32
rlOEl3Vk4cja,C+,2023-2024,81
2NBzoTyWcU8w,F,2007-2008,55
gUJ2ANbXSdex,C,2004-2005,87
vVkb4FsfsQX1,A,2023-2024,11
liCGiAOkaZze,C+,2026-2027,47
fHR27U57stQY,D+,2016-2017,27
8NQosBJhczjC,D-,2010-2011,95
OHu9G2EwD1J3,D+,2009-2010,67
H3vtSLn0KxGg,D,2008-2009,43
5JQsJkwOKUVS,A+,2002-2003,96
TkDZbYXQQbMw,C+,2015-2016,70
PnInXjQKvkVH,B+,2027-2028,57
d6h28DeegZrT,C,2022-2023,65
yap4az0NAqdz,C-,2014-2015,83
NEwZZ6juA4NQ,D-,2023-2024,55
u50XrWXwC02f,B-,2002-2003,10
Vam6kd5xIXG8,B+,2008-2009,100
WCS70f2d07Jp,B+,2027-2028,13
WSM0cQVtdfi4,A,2004-2005,57
gh6n6oUa78XN,D-,2025-2026,50
zoBY1tzLL1iU,B+,2008-2009,63
Asm1F6xTSV2J,D,2023-2024,15
YjZcWeZxPcdM,B,2011-2012,62
9jIriVodVvHV,F,2025-2026,15
HktpVY2OXmLL,B-,2008-2009,5
dvsNfJ1d7mIJ,A-,2022-2023,69
JHo5K1wJxfRd,C,2008-2009,36
RoXjT7EvfN8k,B,2021-2022,88
ZJQSSc7f3RQX,B,2024-2025,58
NT5fq55n8wP5,F,2023-2024,67
lAHVjhPiQg3b,D+,2007-2008,51
WZovjxofAL5l,B-,2013-2014,22
mLaE4diftSjr,D-,2015-2016,67
xD3Hugmtawir,C,2007-2008,67
VlvBtpQd5a7H,B-,2002-2003,61
lk7FW5cR1mae,C-,2016-2017,21
QHfZg3Z3PGEv,C,2004-2005,62
VKhVerDa1NTn,A-,2019-2020,37
2ozaXPmVxRV1,C,2007-2008,31
KrFSovBUOCCf,D+,2010-2011,2
9ZD3Q5wkzyQU,A-,2024-2025,17
SxDRcQEb8SVy,C-,2027-2028,70
smPApHPI2MWy,A-,2021-2022,50
rla9M3UZKjVO,A+,2020-2021,41
3rgXVyT4cX9J,C+,2023-2024,9
OGx46dTWpZaW,A+,2010-2011,24
V3WVJngdxGhF,D,2008-2009,80
Ut46qgqZUjly,B,2007-2008,10
2ypyvL1hVtAR,A,2024-2025,50
4Zppde6lht6E,A,2021-2022,8
CXTbEZqbaQqH,B+,2026-2027,74
yWm1UQlsSDx1,C-,2007-2008,96
RcI9P3LxLaht,C-,2008-2009,7
vwckrjYFeN3V,D-,2016-2017,94
7qadEhCUhIyA,A-,2005-2006,36
FFpnAk5WDIgK,F,2016-2017,65
NYLeb7UGFobs,C,2002-2003,47
ed2pQFXUHc6T,D-,2021-2022,83
SeOVkFsY6oDy,C+,2018-2019,70
FFh7WcbuavlV,D+,2013-2014,3
26ZFjuvV1Pqs,C+,2003-2004,18
oHQHNB5vbHql,A+,2015-2016,98
e3eiavall9dr,B,2022-2023,26
Njn0C9430eB7,B+,2013-2014,41
XBfTmMKUG8GW,A+,2001-2002,13
cgiRvG0zyJSO,D+,2027-2028,83
x5jWOKKyg6n7,C-,2027-2028,46
PPa31cbjkBAO,C+,2019-2020,16
7FBVOWDOqV0C,C-,2012-2013,18
qF8U63CWPmV6,D,2024-2025,29
a52nqROJxT1Y,B+,2018-2019,35
ll44XB6PfQQM,D-,2004-2005,51
cdtat23nux3B,A+,2011-2012,21
CDleDH0ZpNHf,B+,2017-2018,25
8brboXW0Yh4M,D,2024-2025,11
ZPX59ZpjXIIQ,D,2016-2017,82
dKKCyhZJ0X8A,A+,2014-2015,51
x0gk2HxNV9Tu,A-,2003-2004,2
FYoWaBNwt0U5,C+,2023-2024,19
Iuqqdx0gofUj,D+,2022-2023,30
Lyd5Wjfo8YTD,B-,2001-2002,92
0IxvzNyd2Nmc,A,2022-2023,47
BziyJvlXVTwk,D-,2001-2002,36
gJj7OeLIH94i,B+,2020-2021,90
biWy8Njsn5Dh,D-,2006-2007,52
Txyb5sAsco9S,B,2015-2016,48
IVzuqFSQycP5,D,2014-2015,84
dUb7a7xtBfrd,C+,2016-2017,13
jZs5lzJIQPbw,D-,2015-2016,38
lngBghbXkd6U,A-,2003-2004,71
c1qi8yJdqtgo,F,2003-2004,51
sLSGdpTjTOSt,D-,2014-2015,15
y8cSA6nBTCAQ,C-,2015-2016,35
px8GTfL4IHCz,C,2014-2015,65
H68c08CimPm6,B+,2025-2026,52
UOm5UONWo5k9,F,2003-2004,100
Mc7Pd3IjFAJF,A,2025-2026,91
tBZOuXq2FryK,A+,2007-2008,97
Slf0WM57Kjuq,B+,2015-2016,69
JoxHrcidrCHs,D+,2011-2012,9
7sAiQqcQFCic,A-,2017-2018,89
yz0d2NsRi4WT,D+,2010-2011,38
nA4V8xVYW2Mw,D-,2001-2002,64
x3iUVn4IbrZ1,A,2024-2025,10
BWXskpvSA6Ol,F,2009-2010,68
ru5U6wQPz6JA,D,2005-2006,76
UEq44tAlV3fa,D+,2025-2026,80
mF8jeWHmJo1b,D-,2002-2003,62
t3Bl9YoDxwWU,C+,2010-2011,5
W8ufv9tELshD,F,2013-2014,35
pILigGA0Q1W6,F,2016-2017,97
0Si3fha35rJP,D,2003-2004,57
VeQLFXARrhAn,D-,2015-2016,35
XOgkZnwhVmCa,B+,2019-2020,29
hp2zoBAOrnix,B-,2015-2016,64
ZfScDwypB8D5,C,2020-2021,66
F4qdAcnXNZ4K,D-,2012-2013,18
jTIeltg6Oigp,C-,2023-2024,17
mz07vRD0Wemy,C,2006-2007,66
UaMZcANGSl70,D,2016-2017,49
drftdzFWvlmQ,B,2021-2022,57
L9hXyD304V9q,C-,2007-2008,37
