id,day,school_year,start_time,end_time
s9Hmm5wT62U5,Saturday,2005-2006,08:58:01,18:05:47
povUC4RB3Gh8,Thursday,2021-2022,13:44:36,23:59:27
dec6VqeGtV2v,Wednesday,2025-2026,07:20:45,22:31:26
68bPh2MofQUv,Tuesday,2014-2015,21:54:52,00:38:38
t9MDkvtRbuMk,Thursday,2009-2010,06:19:26,08:11:10
m9kw8wyukPIG,Monday,2018-2019,17:51:03,01:56:45
1whfslOupt10,Wednesday,2009-2010,13:31:07,12:07:57
lf45Vs0ohy5K,Friday,2026-2027,12:32:59,10:26:17
lMDDaesn3oJs,Saturday,2026-2027,01:51:32,03:11:35
8AV0OZStskl9,Monday,2009-2010,21:29:39,20:16:00
eLMZHhKvGD2h,Thursday,2008-2009,00:46:23,04:29:15
D5Rf19Gg8ogI,Sunday,2010-2011,03:42:09,07:54:58
1rOzwXtf2XhF,Friday,2015-2016,10:50:52,08:24:49
2tSriH02ipQZ,Wednesday,2023-2024,20:24:31,15:48:49
3599s1PZgtx7,Thursday,2025-2026,20:02:43,14:48:53
1hGYoJeCnwnd,Thursday,2003-2004,05:58:10,04:39:02
TmkY30P6XQnB,Wednesday,2015-2016,23:41:28,00:21:31
WOvQXNxJ7qkv,Tuesday,2022-2023,02:02:50,13:55:23
34bje9WowXNl,Saturday,2004-2005,20:50:31,15:58:21
NI5nXFNZJCvl,Friday,2012-2013,16:52:40,17:13:10
VOOEc2Q2fKdC,Thursday,2025-2026,12:52:38,10:32:11
OnubuD4Oimg2,Sunday,2007-2008,20:54:26,20:51:05
uJic82eRh2oZ,Sunday,2002-2003,16:46:02,10:01:23
admWFrxlWAAs,Saturday,2027-2028,15:32:12,05:04:16
RwY9Z8Yi38pz,Friday,2009-2010,11:36:59,23:43:06
cKOh3MTtnvLj,Monday,2016-2017,18:42:01,20:30:59
irqe5dhCwhvG,Friday,2026-2027,20:24:14,13:18:36
a64f6sM89JRZ,Friday,2022-2023,10:21:04,12:49:58
xZRSVYRpVlay,Monday,2014-2015,09:52:49,23:41:38
2fct8lI5XGrv,Monday,2022-2023,06:42:46,06:04:10
6oeJxfD1vpXO,Thursday,2006-2007,23:30:04,14:11:25
wpk3w0IMojBn,Tuesday,2018-2019,17:32:15,09:04:38
gONE2BJQMtbV,Monday,2008-2009,09:51:51,03:40:01
yFturnDkpvTO,Saturday,2019-2020,14:33:45,08:44:15
oHoF05MkW1xv,Thursday,2008-2009,05:35:08,16:18:59
wAZEMPhVDQ7p,Friday,2013-2014,04:10:18,05:10:58
X6dgznq8S0jC,Friday,2014-2015,02:06:50,21:52:36
BVxK3hTK9gUE,Wednesday,2003-2004,22:33:35,22:14:47
qf8zOnAz8zNG,Monday,2025-2026,22:39:50,15:03:33
o3IsFpMVwQp9,Friday,2017-2018,01:09:38,03:29:19
Gmt18li8PyCb,Thursday,2010-2011,15:41:20,09:54:34
5EPTo1C2Jubi,Friday,2004-2005,13:42:26,23:39:25
9Wdll55ngBVN,Tuesday,2015-2016,05:14:31,20:14:45
IcYCGBkyTOji,Saturday,2007-2008,19:47:15,04:42:14
jrZPmKvAHMHY,Monday,2004-2005,03:32:20,12:01:40
zYKjBTh7OsxY,Sunday,2025-2026,08:57:11,07:58:32
7kOWtAjsZwMW,Thursday,2020-2021,14:00:05,18:02:12
L19MqawTXnz5,Thursday,2017-2018,12:38:24,16:37:17
kfeJcPsNQbxg,Thursday,2005-2006,04:49:56,06:37:21
ZqxE8Us8OFqC,Wednesday,2008-2009,01:28:12,05:12:04
RqkDJSBrGw8p,Friday,2011-2012,05:40:08,01:28:29
BCiyLYINe1JM,Tuesday,2002-2003,16:44:45,17:02:59
j5IN2zliGOHQ,Saturday,2012-2013,09:17:26,15:47:20
cUAEWk7jPTkS,Sunday,2022-2023,01:38:36,00:55:18
JTDPqCejtFE0,Monday,2011-2012,23:13:37,13:50:54
w9VTXlfn0vQb,Monday,2026-2027,08:30:46,00:06:27
IN3AEtQVleh6,Friday,2008-2009,23:27:31,05:25:02
LGD0RCXrdcUF,Tuesday,2006-2007,06:51:20,00:19:39
ZNRutaCCJgBM,Friday,2003-2004,08:14:19,14:47:42
BRD2BEVNrXpA,Sunday,2009-2010,00:35:08,01:07:21
gTfCwu6oyngB,Sunday,2010-2011,05:39:40,17:30:49
wwSML2KKG2Qg,Monday,2007-2008,12:33:37,14:33:10
5oHUJTjStN8T,Tuesday,2001-2002,00:25:12,02:01:20
QqdFwaHxt8wr,Wednesday,2016-2017,07:22:06,11:51:36
5arI2aco5DKe,Sunday,2010-2011,10:03:40,13:07:52
ESFI8rDGNXKT,Friday,2027-2028,14:43:52,14:27:30
5qpngCI7oYQ6,Tuesday,2016-2017,15:51:02,05:04:05
m9BFj2g1t2WT,Thursday,2006-2007,19:13:40,04:21:38
Hz9ZRbBoi1Kq,Sunday,2021-2022,14:03:25,09:37:28
J7uTbqWlj6FY,Saturday,2012-2013,16:21:33,18:26:55
dmrmpx2rnFpx,Wednesday,2021-2022,21:52:32,22:31:42
qQU5zKzYjdZh,Monday,2010-2011,20:18:16,08:52:35
Bt7eWAwgfGbW,Tuesday,2025-2026,00:26:26,13:44:05
OFHFoTuYOSfC,Friday,2011-2012,05:53:48,02:28:32
XZHzbaj97LJE,Monday,2027-2028,10:50:59,02:55:03
SQQSrQVezY2f,Monday,2024-2025,03:19:39,18:33:02
1V0infXJM0Np,Monday,2001-2002,07:57:43,15:44:56
gMmmNVLKf3gq,Saturday,2006-2007,13:33:38,05:14:00
sxVK9QTDNrY1,Sunday,2012-2013,16:08:36,22:37:32
6DEqC2RwjXRE,Friday,2024-2025,10:28:47,22:09:38
ZIDoxCHhFmoT,Sunday,2008-2009,07:01:38,21:11:42
mVFPSEg4yJYm,Tuesday,2014-2015,09:05:44,22:57:01
BWMcgSLtNqhO,Friday,2003-2004,02:31:58,03:54:45
KeGgr3YReieA,Monday,2020-2021,06:26:42,05:44:19
5YnfovDRBhv4,Tuesday,2027-2028,00:58:12,08:57:19
cbv65xVpI6w0,Monday,2016-2017,13:52:48,05:01:21
LSZIRdVZ5zsA,Sunday,2007-2008,23:47:48,14:45:40
O5rAEyJGwI5r,Sunday,2004-2005,09:40:21,04:59:04
MsbKWukveybi,Wednesday,2003-2004,18:11:29,11:18:14
C4g7LT0TU6AF,Sunday,2023-2024,06:06:53,16:20:02
4xtw3wL1NfzW,Friday,2001-2002,15:31:39,19:31:36
lDhb9JmXfV4z,Monday,2025-2026,22:54:03,10:02:23
8Lyzgqbqxt72,Saturday,2010-2011,04:35:54,00:16:45
deIT3hx3ZPB2,Sunday,2014-2015,04:42:15,05:01:48
fNAd187XFWvr,Sunday,2013-2014,21:22:57,21:55:30
Ckk8zkDnKfpU,Monday,2004-2005,02:13:43,00:32:01
T6E9Eg8EtgLV,Friday,2003-2004,13:31:09,21:04:25
rAckkjySbdeQ,Monday,2014-2015,15:39:25,02:41:14
Y9urHfS9UE9R,Friday,2025-2026,13:34:48,02:27:38
mM1hXACwii7P,Monday,2001-2002,05:37:28,12:33:25
io4EeX7ouZz6,Friday,2008-2009,06:02:57,05:18:10
F1Ml6EYpCQcV,Wednesday,2015-2016,17:03:35,01:06:41
xjBNGIkthrFK,Friday,2004-2005,12:55:54,15:24:07
LBvq4gJBrCYI,Tuesday,2018-2019,17:10:10,13:11:43
WNbKJGBSvbIL,Tuesday,2005-2006,15:37:28,07:49:56
Ek9r7uDPFIwV,Friday,2004-2005,03:47:57,01:35:55
FvV1bO5qfepL,Monday,2002-2003,02:21:43,05:07:59
BtrjpgMDxe7j,Friday,2023-2024,11:31:55,16:04:03
1RUetHohcXNo,Wednesday,2009-2010,22:56:00,18:11:30
CAYTtb82yh2U,Thursday,2013-2014,04:28:16,11:04:22
lXjpmFaoxtGK,Saturday,2010-2011,00:44:26,05:49:57
b9oyY9AHgsRK,Sunday,2008-2009,00:45:35,12:07:15
8nd5gwU03cZb,Sunday,2007-2008,20:36:32,19:37:25
JbOXAUdxuzSn,Thursday,2004-2005,08:15:07,20:44:18
1agHxVmN6vp6,Wednesday,2016-2017,19:07:43,11:54:13
9QtuWZbfRLxD,Friday,2020-2021,19:24:37,20:02:42
Xzh8kJZWjJpG,Thursday,2016-2017,07:13:51,06:25:55
cxHK9BVbKXNg,Saturday,2005-2006,23:06:43,22:37:47
sUmZY1mARF4r,Tuesday,2022-2023,20:28:22,03:09:04
M5sFIvQcPRlY,Saturday,2004-2005,09:23:25,00:39:33
pfLRNH9FUdBH,Friday,2027-2028,09:08:00,22:42:11
9xckjOozZGnE,Saturday,2010-2011,18:46:35,22:02:44
9g765hT8rLK2,Friday,2001-2002,12:09:49,21:02:51
yhCX8PzMfFuO,Thursday,2019-2020,15:13:28,17:49:44
e56D3solO2Ad,Thursday,2021-2022,21:26:33,18:32:56
LM319MuQSnoz,Friday,2003-2004,19:19:13,04:51:21
ZjXspojfhHY1,Wednesday,2013-2014,23:33:41,21:08:01
ZOYWI5rJhhdo,Sunday,2026-2027,15:50:22,19:42:40
llryyMJoNGGS,Friday,2023-2024,17:52:49,09:46:44
9egFNlLenfrU,Saturday,2017-2018,18:18:59,10:02:36
AijAsPVixXgY,Tuesday,2014-2015,05:09:43,11:51:51
8L8pTY2fpB6T,Thursday,2025-2026,01:17:35,00:13:19
vMWrYjAQMCul,Saturday,2014-2015,03:20:40,01:57:43
GKJoMvw0KUTd,Thursday,2027-2028,14:09:38,21:07:52
POv71PN0eky3,Monday,2011-2012,11:44:37,17:59:44
gTMVgzrjsTOT,Friday,2017-2018,05:10:30,12:46:23
ntwgUXhFRGWa,Saturday,2021-2022,05:15:54,15:27:06
6L2uU4dtkVVW,Monday,2006-2007,11:19:33,18:37:40
GJY0maPdti7u,Tuesday,2017-2018,06:27:37,10:26:43
MMn3qAbwYjSV,Wednesday,2002-2003,17:13:50,03:32:46
p2KTVdopw0nS,Thursday,2017-2018,08:08:05,19:48:20
kXkMhUCkTo9g,Tuesday,2013-2014,03:19:56,13:04:00
LafEv4DIZaOA,Monday,2011-2012,14:09:33,21:29:58
XNa9dNSBqeuZ,Thursday,2022-2023,18:07:16,07:42:18
avMGh1In3yPa,Wednesday,2011-2012,12:48:19,08:10:41
P25w0xA1qOeS,Tuesday,2012-2013,20:50:53,21:42:37
MfVuVDH1nUv4,Saturday,2002-2003,08:17:58,20:22:32
M4ko7rF41WOc,Friday,2008-2009,03:18:07,01:17:09
711TbynOrEAr,Friday,2018-2019,09:47:44,09:52:44
cjIfURVHGcCv,Friday,2018-2019,15:02:28,11:54:45
nMTQsmvcirTq,Thursday,2018-2019,10:30:40,18:22:20
CzyX5NTUSxVV,Monday,2025-2026,04:28:17,14:04:59
SDlF6O0UOFul,Friday,2019-2020,06:58:19,19:13:55
rdrU0yqu5phh,Thursday,2019-2020,02:35:06,00:16:49
J9j3PNex9o3k,Tuesday,2004-2005,12:10:53,18:59:14
mwnYATgwInkM,Friday,2016-2017,09:52:24,06:27:06
DvOShDkVsRV7,Thursday,2017-2018,11:19:33,07:08:57
eeUMIHlewbBY,Thursday,2022-2023,02:14:09,13:58:12
WZRLZUVm7rnw,Monday,2002-2003,15:35:42,16:47:00
lxE3R1SVzJjw,Wednesday,2027-2028,05:26:33,11:44:58
ERZ4RXw7tiyB,Wednesday,2027-2028,18:10:15,13:44:39
hoMtnQ1g2Tna,Saturday,2016-2017,00:09:54,17:43:44
smV9SEXSezPy,Tuesday,2018-2019,09:50:45,14:23:11
j0I2uXUwsLzF,Monday,2007-2008,03:55:47,00:23:02
sPf70suJckoG,Monday,2013-2014,00:30:12,10:22:02
xfBArDpt4Z8s,Wednesday,2026-2027,17:46:48,16:42:25
nVBqRvgB5OFA,Thursday,2017-2018,05:48:23,13:09:36
fA2O8PKJIPzI,Saturday,2004-2005,22:21:19,22:39:15
MSDqRETUOKKn,Monday,2011-2012,20:40:08,02:18:16
2W3mzkqZ9R6E,Thursday,2011-2012,07:37:53,16:28:01
Abk1oBp4tU1E,Wednesday,2020-2021,09:55:00,09:55:16
K18ZGcUmznaj,Thursday,2009-2010,02:36:31,15:50:54
LZvMrzaIZpZH,Wednesday,2026-2027,05:40:42,23:29:42
aWxxWgFV1DPz,Monday,2008-2009,19:35:33,12:42:09
keaXfFJd2nTk,Sunday,2013-2014,09:21:00,03:25:08
vEzyn7EeZ5gC,Saturday,2001-2002,03:18:40,21:12:18
HQzeBBLILiyr,Tuesday,2011-2012,17:57:52,07:14:11
ynYLHh2QBc7E,Saturday,2023-2024,08:17:52,14:23:41
7uOpXqNNQ2pX,Thursday,2015-2016,13:08:40,17:30:26
zk1RNjS0JUuM,Monday,2021-2022,16:28:46,10:49:42
rTLC3UilMtpq,Sunday,2006-2007,14:28:07,21:52:27
9RqKJx3xM0bR,Sunday,2027-2028,17:06:23,10:20:30
7QQeF5WCRTO7,Tuesday,2001-2002,06:16:12,04:44:48
rjM7XMiBufBK,Wednesday,2026-2027,00:06:56,21:40:33
UMzqbLR2rhHc,Sunday,2008-2009,06:00:54,08:22:37
PWDBYGqPG0bD,Friday,2017-2018,01:12:07,05:57:43
jPCpeQbJHKUS,Sunday,2005-2006,14:10:02,09:58:54
NQ2J8iUKN6ad,Monday,2007-2008,08:36:04,15:22:57
0eSbvbsh4GgL,Friday,2010-2011,02:33:55,20:55:52
KjlE4Z2GUUnO,Sunday,2012-2013,04:38:32,00:31:41
PaWFeMZC48bH,Sunday,2023-2024,20:18:07,23:15:49
7VuwBBIfqaio,Saturday,2024-2025,11:07:04,01:46:57
34Y8kUAhB0av,Friday,2025-2026,13:14:50,19:55:54
DaxtmYCc5q4U,Friday,2007-2008,18:16:27,16:42:35
0Oz2YdbalvqR,Monday,2003-2004,14:48:37,08:10:35
9tLGD9GQHCqO,Tuesday,2012-2013,17:39:22,17:40:48
ayA54jQmM2Ho,Monday,2010-2011,23:00:58,04:58:50
hj0Kv34t41Vf,Sunday,2024-2025,10:51:28,07:33:15
kPR4KSR56yAt,Wednesday,2010-2011,09:01:04,10:42:09
ZysCGe2M7yue,Wednesday,2001-2002,15:27:49,12:54:38
yMdUEiwDlbW7,Sunday,2006-2007,08:34:25,19:15:54
5VeygD6hx4Gp,Monday,2019-2020,04:29:10,03:27:31
4tAgr0CH2UNG,Wednesday,2024-2025,16:16:06,14:02:43
bmIIXxMCDeDE,Saturday,2016-2017,14:45:35,09:36:17
CSeujslif3r1,Wednesday,2011-2012,03:53:33,10:47:42
LjOfHtSu8t0X,Sunday,2002-2003,14:38:47,00:43:26
7iOzTa6P0cu2,Tuesday,2011-2012,17:36:14,17:54:37
BvwMXtxPlLai,Sunday,2012-2013,11:53:35,06:40:34
gCcySDwEhkqd,Friday,2004-2005,19:08:28,03:02:16
KVHWTGRFpodd,Sunday,2023-2024,10:22:12,03:06:14
tTLRhMZN4Z9C,Monday,2018-2019,10:01:20,18:21:10
eqP4IKILGlC2,Saturday,2016-2017,21:09:08,18:07:11
SouRX71sAcbe,Friday,2016-2017,08:10:18,22:50:58
M1x6DnjLzZfT,Thursday,2005-2006,02:31:20,00:40:59
AxHrMBG2aevM,Tuesday,2004-2005,23:26:15,01:58:00
u5vy17KSlJeD,Saturday,2026-2027,09:25:53,23:11:33
pqqNP7EWHW8V,Wednesday,2022-2023,06:56:39,02:53:10
gNHozkYBWFVr,Thursday,2024-2025,17:49:35,17:51:13
GxbmF7Bb9NkF,Wednesday,2010-2011,18:21:55,14:32:22
Uxe59yZL9Eax,Tuesday,2022-2023,21:59:55,09:32:55
vNByeuFdTrHH,Monday,2019-2020,10:23:13,04:15:06
cCAZr3rB67ZY,Sunday,2006-2007,17:11:03,17:26:05
eSQRh566k3YJ,Monday,2009-2010,00:07:03,00:33:45
X4QpuoesJtup,Tuesday,2017-2018,23:42:45,06:22:54
Z6NSROFmGjlp,Saturday,2026-2027,20:27:23,08:42:00
hLEefclewYWd,Wednesday,2002-2003,17:57:56,16:23:27
ggj3bnpUEkVi,Friday,2023-2024,17:38:07,22:15:09
gQ8gDx8VT2s4,Wednesday,2017-2018,13:59:59,12:38:21
TvqGjuKdBYJB,Sunday,2003-2004,08:49:38,21:02:46
I04vLVWiBr41,Monday,2007-2008,18:24:55,07:46:45
rg964Nz66cmQ,Wednesday,2027-2028,08:28:19,00:44:07
6qFsfO3O8ydi,Saturday,2003-2004,06:08:51,18:42:34
CXoAslo94763,Saturday,2001-2002,21:41:27,22:44:56
ckVmv5CbJPvg,Saturday,2018-2019,12:09:16,06:10:14
OQGerupOPwQF,Monday,2022-2023,09:11:35,05:47:33
3LWI1Qo38jk8,Tuesday,2022-2023,17:15:35,11:17:02
3DGyXLM0fGD6,Sunday,2018-2019,18:05:55,12:22:18
ZdtQtN8y0IFg,Monday,2019-2020,08:11:55,22:05:48
PWRx9N9pM8eg,Tuesday,2023-2024,18:19:17,19:36:19
pDoAPTcCcmuJ,Tuesday,2009-2010,16:15:18,23:12:18
r5TkYoCb9GPX,Wednesday,2002-2003,03:37:33,18:45:43
yRKZYXAFeYjD,Monday,2016-2017,13:55:55,17:38:17
lTVsdAzc9dmX,Sunday,2021-2022,20:25:14,17:02:37
o7r9DdZxwYLU,Tuesday,2012-2013,12:56:43,02:34:54
HKxMLXZteSQj,Monday,2008-2009,06:40:59,19:01:17
UWSkWBVTykBa,Saturday,2023-2024,21:54:09,03:39:08
i66mCkmYILQp,Monday,2006-2007,12:56:32,20:03:30
W0k88JnmUHrH,Sunday,2012-2013,20:05:41,16:46:41
1fuqOrlZgIdW,Monday,2016-2017,16:36:22,19:20:45
kqFHC4P7TaUD,Saturday,2018-2019,21:05:56,23:53:13
Ad47Dj1ivc1J,Saturday,2020-2021,04:30:07,21:37:03
Yw59OieHkSfn,Monday,2023-2024,23:04:38,18:19:47
U69rb9063uPL,Monday,2001-2002,08:49:48,00:22:38
X2ryr8FsPCEW,Friday,2023-2024,16:45:39,05:19:32
Ti8ZR6pRsfaQ,Tuesday,2006-2007,14:25:16,20:29:23
RezIHNIaNx2a,Thursday,2003-2004,23:06:07,23:41:46
7uGPdm7zmynt,Tuesday,2015-2016,05:55:42,02:25:41
69RMN1ARSovK,Wednesday,2008-2009,22:23:31,12:19:56
6KeAa6Bjj9d5,Wednesday,2012-2013,08:57:01,18:20:55
OBhdC2VlQhpb,Saturday,2003-2004,03:06:51,10:05:42
KthaxpVRaGWE,Wednesday,2012-2013,00:11:52,17:04:11
o8uTGEz4goDn,Friday,2010-2011,10:24:45,12:22:27
pAa6g7ozBj6K,Friday,2015-2016,15:10:52,21:35:34
f03pvx9qeZQo,Sunday,2009-2010,21:52:17,05:58:31
Nw2nA2QDxeU9,Wednesday,2004-2005,03:48:33,19:04:46
Kyl13TtaxHt6,Monday,2001-2002,13:57:51,23:39:47
SQoGaIkwl2Fn,Friday,2014-2015,18:31:57,15:02:23
Q6MEZ9cGX6DY,Friday,2012-2013,16:16:01,18:24:26
wFzAXRExJrWb,Saturday,2014-2015,19:28:04,17:34:17
iQQ8gDy2HbtO,Thursday,2027-2028,19:03:38,15:43:16
iJfLEcoQrSRu,Tuesday,2018-2019,18:45:28,15:33:18
JZvA8xmQGg5s,Tuesday,2027-2028,14:13:10,01:58:41
xjZXZ5io0Gjy,Friday,2004-2005,07:19:46,16:17:33
gqP0ExKC6a2Q,Friday,2008-2009,04:36:17,10:12:19
qTiKuslEa7Oq,Wednesday,2024-2025,00:53:43,12:38:03
W8A2DqppP44j,Sunday,2026-2027,16:05:00,00:43:49
CcXVW9kSPWQT,Thursday,2008-2009,16:31:59,17:49:48
JKwWfqg90xu0,Tuesday,2007-2008,03:23:30,00:45:06
AAYSKYlL9mQ2,Sunday,2012-2013,19:34:31,00:21:43
Ro3Ir3TlkDC4,Friday,2011-2012,11:02:16,03:50:37
euziu9rHH74t,Sunday,2019-2020,06:40:59,12:47:28
Zy6L7nFaPkZK,Tuesday,2014-2015,09:20:29,18:25:50
eMWzQLDgnglQ,Sunday,2013-2014,01:58:00,17:08:00
UkiCLHpPsK98,Friday,2027-2028,15:05:23,19:16:58
roDfy007tTe2,Monday,2026-2027,15:21:33,07:13:53
lpsUL5izhrlX,Friday,2026-2027,05:10:56,12:42:23
25wvpuuEeExR,Wednesday,2017-2018,23:31:28,23:37:05
L7K7OOHltCZQ,Wednesday,2011-2012,23:02:48,15:11:04
diHzGNC8GSBs,Monday,2015-2016,13:39:07,19:27:52
eJ4pbP2oRwsf,Sunday,2005-2006,16:40:17,14:44:14
Y3q0Xiw7xsf5,Saturday,2016-2017,03:08:00,06:38:38
GfQZeuPtPR6F,Saturday,2004-2005,11:52:23,20:08:13
U6MVIUC59uFi,Tuesday,2014-2015,09:12:49,10:01:05
GR4pn7yI7sOo,Saturday,2016-2017,05:52:00,10:37:43
LjMhSxtdv9yU,Friday,2014-2015,01:33:39,19:50:15
d2KQBQUz5uY9,Friday,2020-2021,18:12:14,20:41:01
owQL6iXEdkyq,Wednesday,2024-2025,18:50:44,13:20:39
3kCmmNxm9D21,Saturday,2025-2026,01:57:42,04:30:03
ZiovjfdYwd7N,Wednesday,2010-2011,16:50:42,13:06:07
Wpd6QeNWp5YK,Wednesday,2012-2013,21:37:00,04:08:18
LAeOAi1xUZNh,Wednesday,2022-2023,08:56:32,07:50:44
mmMKfIuaWDLq,Saturday,2010-2011,02:01:59,03:02:54
K68pac2xp0pu,Friday,2006-2007,09:16:08,05:14:25
wpRnntllLSRj,Sunday,2002-2003,03:30:09,22:56:35
AfVy13a3fP8d,Monday,2015-2016,20:35:56,16:54:53
BMdpkHxcr6WS,Sunday,2003-2004,06:27:42,09:49:17
Z1yTudLvAUq9,Wednesday,2024-2025,01:53:39,02:46:46
mbAjbsJJMPz1,Tuesday,2009-2010,06:58:56,12:33:37
ZRv8bHl5K3PK,Wednesday,2027-2028,08:09:31,18:30:53
4XyXrbF0qMAS,Thursday,2004-2005,02:56:54,08:36:18
3QAyZ0st3IrL,Friday,2026-2027,17:19:31,15:28:23
JKWp1WhetaJ8,Friday,2027-2028,18:10:42,15:48:33
vk5zwL0vCFgi,Friday,2026-2027,14:15:33,11:52:20
zaE0ax7cfzFS,Sunday,2024-2025,09:43:07,01:21:40
7S47TnEmU6Od,Saturday,2014-2015,13:40:58,00:30:24
ospwlf8Cu7ju,Monday,2027-2028,01:37:31,05:25:49
ZQWGWFOffIt0,Sunday,2012-2013,00:54:09,21:09:56
5fszEBH4s1Pz,Thursday,2010-2011,13:58:18,07:34:44
tsRENNkvHakE,Friday,2019-2020,15:27:05,00:24:45
ZYb1aduUnWni,Saturday,2014-2015,00:47:06,02:55:36
80MKsBSiZ7EK,Monday,2016-2017,16:50:36,01:58:01
FrthhjtBOd4v,Saturday,2015-2016,04:18:34,05:43:09
iUtPrRU3uMD9,Wednesday,2026-2027,10:29:34,16:31:57
QiPAhGGAgKaS,Thursday,2020-2021,06:41:06,11:08:03
AhUfilNqfhD7,Tuesday,2004-2005,03:23:06,14:41:05
pEezRm77SCOr,Thursday,2021-2022,09:13:00,11:19:44
cZBuDEmWGKHc,Saturday,2013-2014,02:07:09,00:14:11
Fr0wwClE3NM3,Sunday,2013-2014,06:04:21,05:05:57
vJjxN6dI5Gcc,Tuesday,2008-2009,18:21:14,10:57:24
2yPjMW0ci8CM,Saturday,2020-2021,17:57:05,07:37:51
qgQU9yexI43H,Wednesday,2007-2008,15:37:53,04:44:05
dwmSjZs6nqYq,Thursday,2016-2017,11:41:50,03:20:13
4kZ7qQOrFS0p,Wednesday,2001-2002,06:44:39,08:16:00
TpKyio3MfnId,Sunday,2016-2017,22:07:15,17:49:36
TeVRDLyAoyXy,Thursday,2016-2017,23:14:55,23:02:32
G7RMvp41xeXY,Monday,2007-2008,23:05:15,08:31:05
QpkAa3QVJ9UW,Wednesday,2005-2006,02:42:05,06:31:32
MxQzrWzBWR63,Monday,2003-2004,13:34:22,00:40:03
j1Bm02F3VOkw,Sunday,2018-2019,16:30:48,04:55:46
Amiv8tp9j60Z,Wednesday,2001-2002,14:04:19,11:03:29
Nx5ykRnK0GsB,Friday,2026-2027,02:38:18,14:25:48
meWZK2cqwACo,Thursday,2019-2020,01:38:29,20:07:11
RaHlgqTGwf1w,Tuesday,2018-2019,11:31:09,13:43:48
4sQZvqWzVhlb,Monday,2020-2021,16:48:39,16:14:52
vjBKJ6pCWgCf,Sunday,2007-2008,23:59:43,15:42:42
7oNjqaoCzI0s,Monday,2017-2018,21:09:01,20:56:09
Swjr9GmZPfQB,Friday,2024-2025,06:35:42,18:12:57
tPftGBMcFnXq,Saturday,2012-2013,15:28:20,13:36:24
mlHkMfyNii3P,Monday,2010-2011,17:39:48,18:07:49
ixx7RxysAW5b,Friday,2013-2014,20:15:31,08:41:12
vV2RIiOdICiz,Tuesday,2027-2028,00:26:34,07:02:14
uHBoXOILPwFd,Monday,2018-2019,19:51:26,15:50:08
GkEdYZ9Zs7Ju,Wednesday,2016-2017,18:59:41,00:58:55
o0GZtXHYi0ZE,Friday,2002-2003,18:19:06,07:30:07
WN04yIPFEz5n,Saturday,2012-2013,01:09:04,10:04:40
igBizVjVXtam,Sunday,2010-2011,13:33:27,03:43:34
N4uur80ytNiZ,Tuesday,2012-2013,14:54:13,18:23:06
BTKHRhyOMSZR,Wednesday,2014-2015,23:42:41,01:39:17
M7eXWOwk64XI,Sunday,2024-2025,19:56:28,15:20:32
iAvQBIDDXp7M,Friday,2002-2003,21:20:26,09:52:29
oYwgwVFMDizi,Sunday,2002-2003,07:49:47,10:17:18
zNPI2VFR0U1P,Tuesday,2001-2002,15:38:34,21:47:03
VTbetDpOnYr2,Saturday,2013-2014,02:24:33,06:12:56
nMK3nQyLZWhW,Thursday,2018-2019,02:55:42,00:32:59
FOrdI5HwPHW5,Thursday,2010-2011,00:36:13,22:38:07
MCvfajT7jjDl,Sunday,2027-2028,21:19:28,16:38:30
uyAswU74JTvo,Saturday,2012-2013,15:14:14,13:32:15
rsvMoWwVzWNm,Monday,2022-2023,10:57:12,09:46:06
nepe8Bop8jHb,Monday,2025-2026,22:45:32,01:33:50
B7pfZVD7aVeT,Wednesday,2006-2007,21:55:40,23:28:03
DzBVPiYMaukh,Sunday,2016-2017,18:35:16,16:22:52
xl5xx0gJ2uX1,Friday,2023-2024,00:08:38,12:09:27
yHGdGyxA6ugf,Saturday,2012-2013,23:38:21,08:27:56
rxWLX7baycyQ,Tuesday,2021-2022,08:21:52,21:44:22
X4w5ilmU425Q,Tuesday,2014-2015,05:18:53,10:02:41
dMGGzE9fP1Ve,Sunday,2009-2010,09:12:12,22:13:29
COYbpSEBhAKh,Friday,2022-2023,23:26:24,06:30:58
TCcnplODveeC,Wednesday,2016-2017,04:59:24,07:28:25
yia24hInzI7D,Friday,2003-2004,11:22:57,21:28:47
1clmNaoVS4Ag,Sunday,2020-2021,13:12:03,10:57:12
JcJ3Sgts98aO,Sunday,2019-2020,17:09:35,20:13:23
trVI4SpM3nDR,Monday,2020-2021,04:31:04,16:55:44
DSvr7r2Aysqb,Sunday,2023-2024,13:10:26,23:07:16
6Ef0CqxNHho1,Friday,2008-2009,20:57:02,02:44:51
xUSvYGBMjAWz,Friday,2022-2023,09:18:25,15:59:42
A1gdKKQe0psp,Friday,2013-2014,15:34:15,21:48:12
nzXJBXTXJvjm,Tuesday,2021-2022,05:05:52,05:44:29
vJAC6rnW7vSr,Thursday,2005-2006,07:35:00,01:09:44
t9hiccPsulEO,Thursday,2004-2005,07:57:58,13:54:29
xfGZH3e2XDw9,Friday,2003-2004,15:00:02,05:02:07
3ST4OTEthDMp,Thursday,2017-2018,13:31:07,18:35:46
iu0ThhASyGS7,Saturday,2027-2028,13:22:54,04:06:12
4hll9E8Cu6uc,Wednesday,2003-2004,13:17:32,03:08:04
6FfqW71PmFU3,Sunday,2003-2004,10:38:45,04:34:50
